11.618	323.15	2.5	1
11.3832	323.15	3	1
11.2025	323.15	3.5	1
11.0399	323.15	4	1
10.8953	323.15	4.5	1
10.7327	323.15	5	1
11.1374	298	2.6	2
10.917	298	3.22	2
10.7742	298	3.56	2
10.6405	298	4.04	2
10.5068	298	4.45	2
10.3858	298	5.05	2
10.29	298	5.27	2
10.1364	298	6	2
10.1057	298	6.07	2
10.0226	298	6.46	2
9.9702	298	6.78	2
9.8293	298	7.67	2
9.7606	298	7.92	2
9.766	298	7.93	2
9.748	298	7.98	2
9.7299	298	8.15	2
10.68	300	4.3	3
10.59	300	4.9	3
10.45	300	5.4	3
10.38	300	5.7	3
10.22	300	6.3	3
10.13	300	6.7	3
10	300	7.5	3
9.85	300	8.4	3
9.73	300	9	3
9.6	300	9.9	3
9.44	300	11	3
9.25	300	12.3	3
9	300	13.8	3
8.79	300	16.2	3
8.56	300	18.6	3
8.34	300	22.1	3
7.98	300	26.5	3
7.33	300	36	3
7.11	300	40.3	3
6.75	300	48.2	3
6.58	300	55.4	3
6.36	300	65.8	3
6.09	300	71.4	3
5.9	300	77	3
5.81	300	82	3
5.73	300	88	3
5.64	300	92.5	3
5.57	300	98	3
5.5	300	104	3
5.44	300	110	3
5.42	300	113.5	3
5.35	300	116	3
5.33	300	120	3
5.28	300	124	3
5.24	300	127	3
5.2	300	128	3
11.3651	296.15	2.15	4
11.3651	296.15	2.23	4
10.8592	296.15	3.31	4
10.823	296.15	3.39	4
10.4617	296.15	4.63	4
10.4075	296.15	4.88	4
10.3171	296.15	5.08	4
10.1184	296.15	6	4
9.9738	296.15	6.66	4
9.8835	296.15	6.89	4
9.1427	296.15	10.7	4
8.6909	296.15	14.5	4
8.167	296.15	19.3	4
7.3539	296.15	30.1	4
6.9564	296.15	39.2	4
6.5408	296.15	48.9	4
6.4866	296.15	50.4	4
11.504	298	2.3	5
11.473	298	2.3	5
11.189	298	2.85	5
10.509	298	4.76	5
10.394	298	5.45	5
10.156	298	6.2	5
9.556	298	8.85	5
9.447	298	10.07	5
9.049	298	11.64	5
9.022	298	11.65	5
9.057	298	12.47	5
8.781	298	14.04	5
8.746	298	15.05	5
8.501	298	15.58	5
8.526	298	15.58	5
8.476	298	17.7	5
8.418	298	17.95	5
8.368	298	19.57	5
8.195	298	20.13	5
8.236	298	20.32	5
8.22	298	23.4	5
7.817	298	24.3	5
7.857	298	24.57	5
7.872	298	24.58	5
7.92	298	26.5	5
7.888	298	26.5	5
7.652	298	29.65	5
7.52	298	30	5
7.313	298	36	5
11.0597	300	3.16	6
10.675	300	4.31	6
10.3383	300	5.91	6
10.0875	300	6.98	6
10.0622	300	7.58	6
9.619	300	9.67	6
9.0129	300	13.91	6
8.9903	300	14.38	6
9.0042	300	14.59	6
8.56	300	18.55	6
10.3565	350	6	6
10.2688	400	6.55	6
10.3326	450	6.57	6
10.4034	500	6.52	6
10.5149	550	6.5	6
9.026	350	14.11	6
9.0941	400	13.85	6
9.266	450	12.88	6
9.38	500	12.28	6
9.5302	550	11.7	6
9.6801	600	11.17	6
8.6394	350	17.8	6
8.8924	400	15.44	6
8.9564	450	15.03	6
8.6005	450	18.67	6
8.7073	500	17.9	6
8.8029	550	17.39	6
8.9157	600	17	6
9.1503	650	15.95	6
10.6773	300	4.66	7
10.1082	300	6.68	7
9.8432	300	8.05	7
9.5421	300	9.01	7
9.2139	300	11.14	7
9.0814	300	11.44	7
8.9308	300	13.11	7
8.6538	300	15.95	7
8.431	300	17.62	7
8.2564	300	19.34	7
8.1811	300	20.25	7
8.1781	300	20.86	7
7.9703	300	22.08	7
7.7565	300	25.32	7
7.5427	300	29.06	7
7.4343	300	31.7	7
7.2416	300	32.41	7
7.2416	300	34.18	7
7.1212	300	37.57	7
6.9435	300	41.72	7
6.7689	300	43.49	7
6.7599	300	44.15	7
6.5671	300	49.11	7
6.528	300	49.16	7
6.4015	300	54.23	7
6.251	300	60.51	7
6.1366	300	65.77	7
6.1305	300	68.91	7
5.9529	300	79.65	7
5.8595	300	86.89	7
5.7602	300	94.48	7
5.6939	300	98.23	7
11.526	300	2.29	8
11.358	300	2.49	8
10.983	300	3.74	8
10.821	300	4.36	8
10.559	300	6.03	8
10.174	300	7.07	8
9.784	300	9.56	8
9.485	300	11.43	8
9.074	300	14.97	8
8.867	300	17.04	8
8.437	300	18.29	8
8.35	300	22.45	8
7.818	300	23.28	8
8.057	300	24.11	8
7.608	300	28.06	8
7.344	300	28.27	8
7.446	300	33.05	8
7.265	300	33.26	8
7.153	300	35.96	8
6.824	300	41.99	8
6.484	300	42.82	8
6.77	300	44.9	8
6.61	300	51.13	8
6.505	300	53.63	8
6.349	300	58.41	8
6.156	300	60.28	8
6.196	300	67.34	8
5.937	300	72.96	8
6.026	300	77.53	8
5.78	300	83.97	8
5.81	300	93.74	8
5.608	300	99.98	8
5.703	300	102.06	8
5.486	300	110.79	8
5.366	300	119.93	8
5.283	300	128.45	8
5.193	300	137.39	8
5.112	300	148.61	8
5.032	300	161.92	8
4.988	300	167.11	8
4.953	300	170.02	8
10.223	300	6.82	9
9.977	300	6.85	9
10.21	300	6.97	9
9.907	300	7.56	9
9.886	300	7.56	9
9.663	300	9.49	9
9.292	300	11.95	9
9.176	300	12.16	9
8.86	300	15.48	9
8.318	300	20.65	9
8.26	300	20.86	9
7.716	300	29.23	9
7.543	300	31.24	9
7.426	300	33.1	9
7.271	300	36.17	9
7.278	300	36.47	9
7.23	300	39.93	9
7.003	300	42.76	9
7.08	300	42.79	9
6.97	300	43.04	9
6.462	300	60.52	9
7.266	348	37.53	9
9.996	352	7.74	9
9.996	356	7.77	9
6.987	397	44.74	9
6.889	398	46.45	9
10.085	400	7.43	9
6.31	411	64.7	9
6.283	413	65.26	9
10.205	450	7.2	9
7.135	496	40.94	9
7.576	496	32.26	9
7.081	500	42.69	9
10.168	501	7.61	9
6.97	501	45.48	9
6.312	502	64.27	9
7.447	549	34.76	9
7.167	550	40.77	9
7.147	550	41.27	9
10.219	551	7.91	9
6.363	552	62.63	9
7.617	600	32.25	9
7.206	600	40.08	9
7.21	600	40.25	9
7.152	600	41.03	9
6.504	601	58.67	9
7.463	602	34.97	9
7.816	650	29.6	9
7.355	650	37.57	9
6.673	650	53.63	9
7.861	651	28.85	9
7.236	651	39.59	9
6.653	652	54.36	9
7.354	700	37.67	9
7.294	700	39.1	9
6.883	700	48.52	9
8.063	701	26.78	9
7.308	701	39.15	9
7.466	750	36.64	9
7.431	750	36.89	9
7.091	750	44.68	9
8.207	751	25.12	9
7.5	798	36.53	9
7.107	803	44.46	9
7.503	810	36.27	9
7.247	852	42.59	9
7.12	300	40	10
6.682	300	48.5	10
6.457	300	54.5	10
6.169	300	66	10
6.025	300	73.7	10
5.872	300	85.6	10
5.802	300	90.4	10
5.67	300	99.3	10
5.677	300	99.4	10
5.631	300	100.7	10
5.524	300	122.7	10
5.399	300	125.8	10
7.864	300	25.3	10
7.25	300	36.9	10
7.016	300	41.2	10
6.779	300	46.6	10
6.601	300	51	10
6.524	300	55.6	10
6.301	300	63.4	10
8.522	300	16.8	10
8.341	300	18.7	10
7.887	300	26.1	10
7.513	300	32	10
7.114	300	40.3	10
6.662	300	48.9	10
6.575	300	50	10
6.506	300	53.6	10
6.404	300	54.7	10
6.308	300	58.5	10
6.224	300	62.5	10
6.174	300	65.7	10
6.121	300	68.3	10
6.098	300	71.6	10
7.3378	431	35.6	11
7.2315	449	37.6	11
7.2906	467	37.19	11
7.7935	565	28.42	11
7.4923	596	34.03	11
7.9492	701	27.29	11
7.7995	711	29.72	11
8.6262	730	19.36	11
8.691	740	18.88	11
8.3774	740	22.04	11
8.2695	740	23.43	11
8.5665	741	20.06	11
6.8932	867	50.25	11
6.9346	868	49.43	11
7.4511	870	36.5	11
7.3534	870	38.72	11
7.1063	870	44.24	11
6.9924	870	47.62	11
6.9467	870	49.12	11
7.0239	871	46.43	11
7.598	872	33.87	11
7.6637	873	32.78	11
6.9734	875	48.11	11
6.9303	875	49.36	11
7.0599	877	45.61	11
7.0521	881	45.78	11
11.1879	300.6	2.71	12
11.0031	300.5	3.17	12
10.9693	300.5	3.29	12
10.8769	300.5	3.56	12
10.7152	300.6	4.2	12
10.5415	300.8	4.81	12
10.2834	300.5	5.79	12
10.1732	300.5	6.29	12
10.022	300.5	6.85	12
9.9465	300.5	7.31	12
9.8465	300.5	7.64	12
9.7577	300.6	8.12	12
9.6661	300.6	8.54	12
9.5969	300.6	9.03	12
9.5541	300.6	9.22	12
10.3888	300.5	5.49	12
11.1876	340.4	2.88	12
11.1921	340.3	2.88	12
11.2	340.5	2.81	12
11.2126	340.5	2.78	12
11.2364	340.6	2.76	12
11.2596	340.6	2.67	12
11.3282	340.7	2.55	12
11.3692	340.7	2.48	12
11.4424	340.6	2.33	12
11.4631	340.6	2.28	12
11.5083	340.6	2.19	12
11.5086	340.6	2.18	12
11.5077	340.7	2.15	12
11.5092	340.7	2.14	12
11.5029	340.6	2.22	12
11.5059	340.6	2.2	12
10.5634	340.7	4.87	12
10.4066	340.7	5.59	12
10.2277	340.7	6.26	12
10.0814	340.7	6.93	12
9.8977	340.7	7.64	12
9.7532	340.7	8.49	12
9.664	340.7	8.93	12
9.624	340.7	9.25	12
9.543	340.7	9.66	12
9.5056	340.7	9.96	12
10.3858	451.1	6.14	12
10.3406	451.1	6.37	12
10.2982	451.2	6.55	12
10.1862	449.9	6.94	12
10.0907	449.9	7.27	12
9.9721	449.9	7.82	12
9.8071	449.9	8.58	12
9.5457	449.9	10.11	12
10.8679	450.1	4.25	12
10.8052	449.7	4.39	12
5.9066	0	80	13
5.6831	0	100	13
5.2218	0	150	13
4.6193	0	250	13
4.3202	0	320	13
4.2092	0	350	13
4.1131	0	380	13
3.9164	0	450	13
11.4025	298	2.1	14
11.3995	298	2.09	14
11.192	298	2.57	14
10.979	298	3.21	14
10.7228	298	3.88	14
10.4648	298	4.78	14
10.2461	298	5.66	14
10.0838	298	6.38	14
9.9074	298	7.23	14
9.6874	298	8.36	14
9.2465	298	11.09	14
9.2492	298	11.16	14
10.9156	298	3.3	14
10.9008	298	3.34	14
10.3393	298	5.33	14
9.9056	298	7.27	14
9.372	298	10.28	14
9.212	298	11.44	14
8.9373	298	13.69	14
11.209	300	2.4749	15
11.1507	300	3.371	15
10.954	300	3.3745	15
10.8666	300	3.7117	15
10.903	300	3.823	15
10.7937	300	4.2724	15
10.7719	300	4.2728	15
10.7281	300	4.3855	15
10.5752	300	4.3882	15
10.4877	300	4.9492	15
10.4732	300	5.0613	15
10.4368	300	5.2857	15
10.3858	300	5.3985	15
10.3785	300	5.3987	15
10.3566	300	5.5109	15
10.3348	300	5.6232	15
10.2838	300	5.8479	15
10.2401	300	6.0724	15
10.2036	300	6.0731	15
10.1745	300	6.4093	15
10.1454	300	6.4098	15
10.1235	300	6.4102	15
10.0725	300	6.7467	15
10.0361	300	6.7474	15
9.9997	300	7.0837	15
9.9632	300	7.0843	15
9.9341	300	7.4205	15
9.7884	300	7.7588	15
9.5043	300	9.6659	15
9.2712	300	11.3483	15
9.0599	300	11.9115	15
9.1692	300	12.469	15
9.1255	300	12.5817	15
9.1546	300	12.8049	15
9.0599	300	12.9185	15
9.0162	300	13.1431	15
8.9871	300	13.3673	15
8.9506	300	13.4799	15
8.8487	300	13.5936	15
8.9142	300	13.9281	15
8.8778	300	14.3763	15
8.6884	300	15.7223	15
8.5864	300	15.9479	15
8.448	300	18.0762	15
8.4407	300	18.412	15
8.4844	300	19.1944	15
8.4043	300	19.1958	15
8.3824	300	19.1962	15
8.3606	300	19.4204	15
8.3315	300	19.8685	15
