#Error on normalization	O = 0.878 %	H = 4.116 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	-1.0185e-16	-5.3136e-17
1.1567e+11	-3.4377e-17	-1.5581e-17
2.3135e+11	8.6553e-17	4.598e-17
3.4702e+11	1.1599e-16	4.7971e-17
4.627e+11	2.2426e-17	-1.1696e-17
5.7837e+11	-7.3166e-17	-5.0948e-17
6.9404e+11	-4.2829e-17	-1.5542e-17
8.0972e+11	9.2678e-17	4.7153e-17
9.2539e+11	1.8153e-16	5.271e-17
1.0411e+12	1.1304e-16	-5.9369e-18
1.1567e+12	-4.8959e-17	-4.9529e-17
1.2724e+12	-1.2309e-16	-1.985e-17
1.3881e+12	-5.7566e-18	4.2877e-17
1.5038e+12	2.0036e-16	5.5893e-17
1.6194e+12	2.7801e-16	5.1268e-18
1.7351e+12	1.3635e-16	-3.8429e-17
1.8508e+12	-5.7504e-17	-1.6014e-17
1.9665e+12	-4.2813e-17	4.1545e-17
2.0821e+12	2.1545e-16	5.856e-17
2.1978e+12	4.4016e-16	1.6999e-17
2.3135e+12	3.7406e-16	-2.1253e-17
2.4291e+12	1.7933e-16	2.0548e-18
2.5448e+12	3.3341e-16	6.6316e-17
2.6605e+12	9.9117e-16	1.008e-16
2.7762e+12	1.5729e-15	7.2614e-17
2.8918e+12	1.2943e-15	2.0217e-17
3.0075e+12	2.459e-16	1.8188e-18
3.1232e+12	-2.9041e-16	3.7046e-17
3.2389e+12	1.0679e-15	1.1139e-16
3.3545e+12	4.4253e-15	2.1943e-16
3.4702e+12	8.7028e-15	3.8193e-16
3.5859e+12	1.3256e-14	6.2245e-16
3.7016e+12	1.8834e-14	9.377e-16
3.8172e+12	2.605e-14	1.2781e-15
3.9329e+12	3.2768e-14	1.5324e-15
4.0486e+12	3.4064e-14	1.5423e-15
4.1643e+12	2.6294e-14	1.1969e-15
4.2799e+12	1.1725e-14	5.7177e-16
4.3956e+12	-1.7258e-15	-3.8546e-17
4.5113e+12	-6.6599e-15	-3.0657e-16
4.627e+12	-2.6534e-15	-1.5244e-16
4.7426e+12	3.7724e-15	1.7077e-16
4.8583e+12	5.9258e-15	3.2021e-16
4.974e+12	3.4138e-15	2.0433e-16
5.0896e+12	1.5199e-15	4.9455e-17
5.2053e+12	4.5575e-15	1.1259e-16
5.321e+12	1.0849e-14	3.7252e-16
5.4367e+12	1.4785e-14	5.6069e-16
5.5523e+12	1.3147e-14	4.8575e-16
5.668e+12	8.3021e-15	2.5344e-16
5.7837e+12	4.9988e-15	1.2237e-16
5.8994e+12	5.072e-15	1.9032e-16
6.015e+12	6.2204e-15	3.0261e-16
6.1307e+12	5.5806e-15	2.7585e-16
6.2464e+12	3.1856e-15	1.3101e-16
6.3621e+12	1.2942e-15	4.182e-17
6.4777e+12	1.1637e-15	9.1131e-17
6.5934e+12	1.7034e-15	1.7013e-16
6.7091e+12	1.3911e-15	1.437e-16
6.8248e+12	4.2549e-16	4.159e-17
6.9404e+12	1.8293e-16	1.1567e-17
7.0561e+12	1.0401e-15	1.0676e-16
7.1718e+12	1.801e-15	2.0706e-16
7.2874e+12	1.4837e-15	1.8431e-16
7.4031e+12	7.8799e-16	8.037e-17
7.5188e+12	1.0629e-15	4.883e-17
7.6345e+12	2.2396e-15	1.4001e-16
7.7501e+12	2.7703e-15	2.2878e-16
7.8658e+12	1.8008e-15	1.8877e-16
7.9815e+12	5.3978e-16	7.2706e-17
8.0972e+12	7.4664e-16	4.5037e-17
8.2128e+12	2.2821e-15	1.543e-16
8.3285e+12	3.1472e-15	2.5972e-16
8.4442e+12	2.1355e-15	2.2012e-16
8.5599e+12	5.4556e-16	9.0059e-17
8.6755e+12	5.156e-16	5.0571e-17
8.7912e+12	2.1267e-15	1.6282e-16
8.9069e+12	3.2393e-15	2.8117e-16
9.0226e+12	2.3997e-15	2.4998e-16
9.1382e+12	8.8918e-16	1.1849e-16
9.2539e+12	1.0098e-15	7.6754e-17
9.3696e+12	2.8435e-15	1.9483e-16
9.4853e+12	3.9929e-15	3.2247e-16
9.6009e+12	2.8699e-15	2.9328e-16
9.7166e+12	1.1017e-15	1.5782e-16
9.8323e+12	1.5375e-15	1.2092e-16
9.9479e+12	4.2949e-15	2.6006e-16
1.0064e+13	6.2891e-15	4.1075e-16
1.0179e+13	5.2764e-15	3.8783e-16
1.0295e+13	3.1431e-15	2.4768e-16
1.0411e+13	3.6411e-15	2.2089e-16
1.0526e+13	7.0496e-15	3.8461e-16
1.0642e+13	8.965e-15	5.2056e-16
1.0758e+13	5.8014e-15	3.9299e-16
1.0873e+13	7.9086e-16	1.2586e-16
1.0989e+13	2.5364e-15	1.8163e-16
1.1105e+13	1.6476e-14	9.0181e-16
1.122e+13	3.8296e-14	2.1055e-15
1.1336e+13	5.6762e-14	3.1936e-15
1.1452e+13	6.3163e-14	3.6407e-15
1.1567e+13	5.7666e-14	3.3627e-15
1.1683e+13	4.6977e-14	2.6586e-15
1.1799e+13	3.7417e-14	1.9073e-15
1.1914e+13	3.1238e-14	1.3656e-15
1.203e+13	2.8616e-14	1.1612e-15
1.2146e+13	3.0811e-14	1.3266e-15
1.2261e+13	3.9839e-14	1.7872e-15
1.2377e+13	5.5512e-14	2.3905e-15
1.2493e+13	7.4032e-14	3.023e-15
1.2608e+13	8.9892e-14	3.6725e-15
1.2724e+13	9.8662e-14	4.3044e-15
1.284e+13	9.8018e-14	4.693e-15
1.2955e+13	8.7379e-14	4.4901e-15
1.3071e+13	6.8096e-14	3.5561e-15
1.3187e+13	4.4322e-14	2.2037e-15
1.3302e+13	2.2764e-14	1.0357e-15
1.3418e+13	1.0441e-14	5.1482e-16
1.3534e+13	1.183e-14	7.1269e-16
1.365e+13	2.7058e-14	1.4377e-15
1.3765e+13	5.1329e-14	2.4648e-15
1.3881e+13	7.5465e-14	3.5391e-15
1.3997e+13	8.8799e-14	4.2572e-15
1.4112e+13	8.4951e-14	4.196e-15
1.4228e+13	6.7066e-14	3.3201e-15
1.4344e+13	4.6594e-14	2.1746e-15
1.4459e+13	3.4336e-14	1.4741e-15
1.4575e+13	3.1299e-14	1.4215e-15
1.4691e+13	2.9138e-14	1.539e-15
