#Error on normalization	O = 0.596 %	H = -0.033 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	1.1566e-16	-6.8556e-17
2.5374e+10	9.4603e-17	-5.4644e-17
5.0749e+10	3.9169e-17	-1.8237e-17
7.6123e+10	-3.0293e-17	2.6712e-17
1.015e+11	-8.8276e-17	6.297e-17
1.2687e+11	-1.1347e-16	7.6622e-17
1.5225e+11	-9.6597e-17	6.2397e-17
1.7762e+11	-4.3818e-17	2.5699e-17
2.0299e+11	2.5515e-17	-1.9451e-17
2.2837e+11	8.5975e-17	-5.577e-17
2.5374e+11	1.1543e-16	-6.9315e-17
2.7912e+11	1.0322e-16	-5.4816e-17
3.0449e+11	5.4129e-17	-1.7699e-17
3.2987e+11	-1.3301e-17	2.7987e-17
3.5524e+11	-7.3613e-17	6.4934e-17
3.8061e+11	-1.0383e-16	7.9186e-17
4.0599e+11	-9.2031e-17	6.5483e-17
4.3136e+11	-4.187e-17	2.9266e-17
4.5674e+11	2.862e-17	-1.5388e-17
4.8211e+11	9.3603e-17	-5.1153e-17
5.0749e+11	1.2897e-16	-6.4073e-17
5.3286e+11	1.2137e-16	-4.891e-17
5.5823e+11	7.3316e-17	-1.116e-17
5.8361e+11	2.4809e-18	3.5035e-17
6.0898e+11	-6.4646e-17	7.2279e-17
6.3436e+11	-1.025e-16	8.657e-17
6.5973e+11	-9.5982e-17	7.2659e-17
6.8511e+11	-4.6216e-17	3.6086e-17
7.1048e+11	2.9576e-17	-8.9037e-18
7.3585e+11	1.0424e-16	-4.4765e-17
7.6123e+11	1.5061e-16	-5.7323e-17
7.866e+11	1.5164e-16	-4.1175e-17
8.1198e+11	1.0685e-16	-1.759e-18
8.3735e+11	3.2816e-17	4.6694e-17
8.6273e+11	-4.275e-17	8.6547e-17
8.881e+11	-9.111e-17	1.0343e-16
9.1347e+11	-9.3166e-17	9.1681e-17
9.3885e+11	-4.6681e-17	5.645e-17
9.6422e+11	3.2659e-17	1.1735e-17
9.896e+11	1.1686e-16	-2.4962e-17
1.015e+12	1.7587e-16	-3.9259e-17
1.0403e+12	1.8877e-16	-2.5324e-17
1.0657e+12	1.5168e-16	1.1982e-17
1.0911e+12	7.9336e-17	5.9022e-17
1.1165e+12	-1.8344e-19	9.8631e-17
1.1418e+12	-5.5926e-17	1.1667e-16
1.1672e+12	-6.5683e-17	1.0738e-16
1.1926e+12	-2.4484e-17	7.5516e-17
1.218e+12	5.3307e-17	3.4416e-17
1.2433e+12	1.3919e-16	8.4054e-19
1.2687e+12	2.0117e-16	-1.1509e-17
1.2941e+12	2.159e-16	2.75e-18
1.3195e+12	1.7776e-16	3.8641e-17
1.3448e+12	1.0128e-16	8.2779e-17
1.3702e+12	1.6008e-17	1.1856e-16
1.3956e+12	-4.4518e-17	1.326e-16
1.421e+12	-5.5529e-17	1.1993e-16
1.4463e+12	-1.0677e-17	8.5929e-17
1.4717e+12	7.5147e-17	4.4338e-17
1.4971e+12	1.7108e-16	1.1975e-17
1.5225e+12	2.418e-16	2.2888e-18
1.5478e+12	2.6102e-16	2.016e-17
1.5732e+12	2.2181e-16	5.9964e-17
1.5986e+12	1.3973e-16	1.0765e-16
1.624e+12	4.7456e-17	1.4602e-16
1.6493e+12	-1.7485e-17	1.6128e-16
1.6747e+12	-2.7037e-17	1.4825e-16
1.7001e+12	2.6202e-17	1.1235e-16
1.7255e+12	1.2546e-16	6.7552e-17
1.7508e+12	2.3544e-16	3.1088e-17
1.7762e+12	3.1533e-16	1.6949e-17
1.8016e+12	3.3423e-16	3.0607e-17
1.8269e+12	2.8342e-16	6.7014e-17
1.8523e+12	1.8042e-16	1.1259e-16
1.8777e+12	6.3191e-17	1.5047e-16
1.9031e+12	-2.3602e-17	1.6693e-16
1.9284e+12	-4.5327e-17	1.5669e-16
1.9538e+12	9.2396e-18	1.2483e-16
1.9792e+12	1.2304e-16	8.4859e-17
2.0046e+12	2.5645e-16	5.3499e-17
2.0299e+12	3.6171e-16	4.4257e-17
2.0553e+12	4.0078e-16	6.2243e-17
2.0807e+12	3.5988e-16	1.022e-16
2.1061e+12	2.5522e-16	1.5048e-16
2.1314e+12	1.2745e-16	1.9031e-16
2.1568e+12	2.6731e-17	2.0813e-16
2.1822e+12	-6.0451e-18	1.9883e-16
2.2076e+12	4.5133e-17	1.677e-16
2.2329e+12	1.6501e-16	1.2839e-16
2.2583e+12	3.1248e-16	9.7768e-17
2.2837e+12	4.3597e-16	8.9407e-17
2.3091e+12	4.9297e-16	1.0843e-16
2.3344e+12	4.6646e-16	1.4948e-16
2.3598e+12	3.7157e-16	1.9871e-16
2.3852e+12	2.5e-16	2.3897e-16
2.4106e+12	1.5396e-16	2.5628e-16
2.4359e+12	1.2568e-16	2.4509e-16
2.4613e+12	1.8051e-16	2.1043e-16
2.4867e+12	3.0014e-16	1.6602e-16
2.5121e+12	4.3896e-16	1.2921e-16
2.5374e+12	5.4143e-16	1.145e-16
2.5628e+12	5.6388e-16	1.2828e-16
2.5882e+12	4.9239e-16	1.6646e-16
2.6135e+12	3.4963e-16	2.1616e-16
2.6389e+12	1.8759e-16	2.6052e-16
2.6643e+12	6.8492e-17	2.8496e-16
2.6897e+12	4.1148e-17	2.8242e-16
2.715e+12	1.2152e-16	2.5571e-16
2.7404e+12	2.8544e-16	2.162e-16
2.7658e+12	4.7648e-16	1.7924e-16
2.7912e+12	6.2658e-16	1.5837e-16
2.8165e+12	6.8169e-16	1.6029e-16
