#Error on normalization	O = -0.790 %	H = 0.701 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	2.3309e-15	2.856e-16
4.3554e+10	1.8844e-15	2.3095e-16
8.7108e+10	7.1659e-16	8.7955e-17
1.3066e+11	-7.2325e-16	-8.8596e-17
1.7422e+11	-1.881e-15	-2.3103e-16
2.1777e+11	-2.3106e-15	-2.8472e-16
2.6132e+11	-1.8456e-15	-2.2902e-16
3.0488e+11	-6.6382e-16	-8.5162e-17
3.4843e+11	7.8115e-16	9.1804e-17
3.9199e+11	1.9336e-15	2.3413e-16
4.3554e+11	2.3495e-15	2.8728e-16
4.7909e+11	1.8673e-15	2.3086e-16
5.2265e+11	6.7135e-16	8.6459e-17
5.662e+11	-7.7902e-16	-9.0593e-17
6.0976e+11	-1.9249e-15	-2.3237e-16
6.5331e+11	-2.323e-15	-2.8437e-16
6.9686e+11	-1.8167e-15	-2.2641e-16
7.4042e+11	-5.97e-16	-8.0393e-17
7.8397e+11	8.6908e-16	9.8013e-17
8.2753e+11	2.0178e-15	2.4069e-16
8.7108e+11	2.4051e-15	2.9314e-16
9.1463e+11	1.8785e-15	2.3542e-16
9.5819e+11	6.3713e-16	8.9831e-17
1.0017e+12	-8.4336e-16	-8.7587e-17
1.0453e+12	-1.9924e-15	-2.2847e-16
1.0889e+12	-2.3639e-15	-2.7838e-16
1.1324e+12	-1.8092e-15	-2.1768e-16
1.176e+12	-5.3615e-16	-6.9213e-17
1.2195e+12	9.6884e-16	1.1039e-16
1.2631e+12	2.1263e-15	2.5239e-16
1.3066e+12	2.4867e-15	3.0229e-16
1.3502e+12	1.9049e-15	2.4086e-16
1.3937e+12	5.9853e-16	9.1646e-17
1.4373e+12	-9.3269e-16	-8.7923e-17
1.4808e+12	-2.0976e-15	-2.2846e-16
1.5244e+12	-2.4408e-15	-2.7527e-16
1.5679e+12	-1.8197e-15	-2.0947e-16
1.6115e+12	-4.6304e-16	-5.5455e-17
1.6551e+12	1.1141e-15	1.2826e-16
1.6986e+12	2.3053e-15	2.7132e-16
1.7422e+12	2.6465e-15	3.1855e-16
1.7857e+12	1.9962e-15	2.5126e-16
1.8293e+12	5.9388e-16	9.4735e-17
1.8728e+12	-1.0274e-15	-9.1166e-17
1.9164e+12	-2.2433e-15	-2.3473e-16
1.9599e+12	-2.5775e-15	-2.7981e-16
2.0035e+12	-1.8874e-15	-2.0753e-16
2.047e+12	-4.2327e-16	-4.3765e-17
2.0906e+12	1.263e-15	1.5037e-16
2.1341e+12	2.5266e-15	3.0168e-16
2.1777e+12	2.877e-15	3.5285e-16
2.2213e+12	2.1692e-15	2.8445e-16
2.2648e+12	6.644e-16	1.2273e-16
2.3084e+12	-1.065e-15	-7.0209e-17
2.3519e+12	-2.3512e-15	-2.1985e-16
2.3955e+12	-2.688e-15	-2.6779e-16
2.439e+12	-1.9277e-15	-1.942e-16
2.4826e+12	-3.4482e-16	-2.5755e-17
2.5261e+12	1.4637e-15	1.7425e-16
2.5697e+12	2.8032e-15	3.2983e-16
2.6132e+12	3.1479e-15	3.8138e-16
2.6568e+12	2.347e-15	3.0861e-16
2.7003e+12	6.9031e-16	1.3871e-16
2.7439e+12	-1.1959e-15	-6.3687e-17
2.7875e+12	-2.5842e-15	-2.2095e-16
2.831e+12	-2.9252e-15	-2.7209e-16
2.8746e+12	-2.0638e-15	-1.9631e-16
2.9181e+12	-3.0809e-16	-2.1325e-17
2.9617e+12	1.6802e-15	1.8677e-16
3.0052e+12	3.1332e-15	3.4855e-16
3.0488e+12	3.4722e-15	4.0165e-16
3.0923e+12	2.5369e-15	3.2492e-16
3.1359e+12	6.58e-16	1.4703e-16
3.1794e+12	-1.4572e-15	-6.3968e-17
3.223e+12	-2.9887e-15	-2.2633e-16
3.2666e+12	-3.3179e-15	-2.7597e-16
3.3101e+12	-2.274e-15	-1.9134e-16
3.3537e+12	-2.1312e-16	-2.3739e-18
3.3972e+12	2.103e-15	2.2036e-16
3.4408e+12	3.7897e-15	3.9225e-16
3.4843e+12	4.1787e-15	4.4718e-16
3.5279e+12	3.0859e-15	3.6345e-16
3.5714e+12	9.003e-16	1.73e-16
3.615e+12	-1.5458e-15	-4.9871e-17
3.6585e+12	-3.2843e-15	-2.1649e-16
3.7021e+12	-3.5847e-15	-2.5801e-16
3.7456e+12	-2.2519e-15	-1.5284e-16
3.7892e+12	2.7043e-16	6.3558e-17
3.8328e+12	3.0396e-15	3.1063e-16
3.8763e+12	4.9567e-15	4.9265e-16
3.9199e+12	5.1897e-15	5.3554e-16
3.9634e+12	3.5203e-15	4.1679e-16
4.007e+12	4.7529e-16	1.7662e-16
4.0505e+12	-2.8209e-15	-9.452e-17
4.0941e+12	-5.0356e-15	-2.8843e-16
4.1376e+12	-5.1275e-15	-3.2004e-16
4.1812e+12	-2.7769e-15	-1.616e-16
4.2247e+12	1.4219e-15	1.4302e-16
4.2683e+12	6.0982e-15	4.9047e-16
4.3118e+12	9.5485e-15	7.5338e-16
4.3554e+12	1.0355e-14	8.274e-16
4.399e+12	7.9692e-15	6.7342e-16
4.4425e+12	3.0549e-15	3.3937e-16
4.4861e+12	-2.5541e-15	-4.7116e-17
4.5296e+12	-6.2977e-15	-3.1442e-16
4.5732e+12	-5.6224e-15	-3.0016e-16
4.6167e+12	1.2117e-15	9.5071e-17
4.6603e+12	1.4501e-14	8.711e-16
4.7038e+12	3.2851e-14	1.9209e-15
4.7474e+12	5.3399e-14	3.0554e-15
4.7909e+12	7.2469e-14	4.0532e-15
4.8345e+12	8.6465e-14	4.7188e-15
4.878e+12	9.2759e-14	4.9335e-15
4.9216e+12	9.032e-14	4.6814e-15
4.9652e+12	7.9921e-14	4.0472e-15
5.0087e+12	6.3874e-14	3.1854e-15
5.0523e+12	4.5388e-14	2.2746e-15
5.0958e+12	2.7761e-14	1.4704e-15
5.1394e+12	1.3611e-14	8.7124e-16
5.1829e+12	4.3736e-15	5.0576e-16
5.2265e+12	1.5795e-16	3.4208e-16
5.27e+12	-3.8515e-17	3.1258e-16
5.3136e+12	2.1368e-15	3.4354e-16
5.3571e+12	4.9451e-15	3.7915e-16
5.4007e+12	7.0289e-15	3.9282e-16
5.4443e+12	7.6837e-15	3.8488e-16
5.4878e+12	6.8888e-15	3.7037e-16
5.5314e+12	5.1337e-15	3.6436e-16
5.5749e+12	3.1339e-15	3.7145e-16
5.6185e+12	1.5438e-15	3.836e-16
5.662e+12	7.5663e-16	3.8593e-16
5.7056e+12	8.3358e-16	3.6659e-16
5.7491e+12	1.5544e-15	3.2516e-16
5.7927e+12	2.5449e-15	2.7508e-16
5.8362e+12	3.4224e-15	2.3856e-16
5.8798e+12	3.9083e-15	2.3638e-16
5.9233e+12	3.8829e-15	2.7709e-16
5.9669e+12	3.3845e-15	3.5113e-16
6.0105e+12	2.5699e-15	4.328e-16
6.054e+12	1.6621e-15	4.9005e-16
6.0976e+12	8.9986e-16	4.9802e-16
6.1411e+12	4.9553e-16	4.5069e-16
6.1847e+12	5.9615e-16	3.6514e-16
6.2282e+12	1.2459e-15	2.76e-16
6.2718e+12	2.3546e-15	2.2188e-16
6.3153e+12	3.6866e-15	2.2885e-16
6.3589e+12	4.8911e-15	2.9821e-16
6.4024e+12	5.5828e-15	4.0402e-16
6.446e+12	5.4681e-15	5.0259e-16
6.4895e+12	4.4842e-15	5.5072e-16
6.5331e+12	2.9008e-15	5.2607e-16
6.5767e+12	1.3348e-15	4.4102e-16
6.6202e+12	6.4411e-16	3.435e-16
6.6638e+12	1.7081e-15	3.0299e-16
6.7073e+12	5.1457e-15	3.8558e-16
6.7509e+12	1.1055e-14	6.2666e-16
6.7944e+12	1.8868e-14	1.0117e-15
6.838e+12	2.739e-14	1.4734e-15
6.8815e+12	3.5037e-14	1.9072e-15
6.9251e+12	4.0224e-14	2.2025e-15
6.9686e+12	4.1796e-14	2.2777e-15
7.0122e+12	3.9362e-14	2.1087e-15
7.0557e+12	3.3443e-14	1.7391e-15
7.0993e+12	2.5348e-14	1.2685e-15
7.1429e+12	1.6823e-14	8.2156e-16
7.1864e+12	9.5722e-15	5.0916e-16
7.23e+12	4.7971e-15	3.9312e-16
7.2735e+12	2.8937e-15	4.6826e-16
7.3171e+12	3.4126e-15	6.6736e-16
7.3606e+12	5.2814e-15	8.8722e-16
7.4042e+12	7.2131e-15	1.0267e-15
7.4477e+12	8.1586e-15	1.0232e-15
7.4913e+12	7.6467e-15	8.7369e-16
7.5348e+12	5.8985e-15	6.345e-16
7.5784e+12	3.6835e-15	3.9821e-16
7.622e+12	1.977e-15	2.5783e-16
7.6655e+12	1.5516e-15	2.708e-16
7.7091e+12	2.656e-15	4.3665e-16
7.7526e+12	4.9042e-15	6.9653e-16
7.7962e+12	7.4174e-15	9.5503e-16
7.8397e+12	9.1663e-15	1.1162e-15
7.8833e+12	9.385e-15	1.1206e-15
7.9268e+12	7.8958e-15	9.6856e-16
7.9704e+12	5.2168e-15	7.2215e-16
8.0139e+12	2.3998e-15	4.8273e-16
8.0575e+12	6.5005e-16	3.5351e-16
8.101e+12	8.6345e-16	4.0005e-16
8.1446e+12	3.2549e-15	6.2381e-16
8.1882e+12	7.2265e-15	9.591e-16
8.2317e+12	1.1541e-14	1.2955e-15
8.2753e+12	1.4757e-14	1.5186e-15
8.3188e+12	1.5779e-14	1.5544e-15
8.3624e+12	1.433e-14	1.4016e-15
8.4059e+12	1.1162e-14	1.1393e-15
8.4495e+12	7.9124e-15	9.0581e-16
8.493e+12	6.6221e-15	8.5485e-16
8.5366e+12	9.0675e-15	1.1029e-15
8.5801e+12	1.6113e-14	1.686e-15
8.6237e+12	2.7309e-14	2.5395e-15
8.6672e+12	4.0883e-14	3.5106e-15
8.7108e+12	5.4143e-14	4.3972e-15
8.7544e+12	6.4192e-14	5.0043e-15
8.7979e+12	6.8724e-14	5.1985e-15
8.8415e+12	6.6678e-14	4.9442e-15
8.885e+12	5.8529e-14	4.311e-15
8.9286e+12	4.6148e-14	3.4512e-15
8.9721e+12	3.2269e-14	2.5549e-15
9.0157e+12	1.9729e-14	1.7977e-15
9.0592e+12	1.0731e-14	1.2966e-15
9.1028e+12	6.334e-15	1.0877e-15
9.1463e+12	6.305e-15	1.1284e-15
9.1899e+12	9.3621e-15	1.3225e-15
9.2334e+12	1.3689e-14	1.5568e-15
9.277e+12	1.7543e-14	1.7372e-15
9.3206e+12	1.9765e-14	1.813e-15
9.3641e+12	2.0032e-14	1.7836e-15
9.4077e+12	1.8826e-14	1.689e-15
9.4512e+12	1.7144e-14	1.5901e-15
9.4948e+12	1.6104e-14	1.5462e-15
9.5383e+12	1.6577e-14	1.5995e-15
9.5819e+12	1.8976e-14	1.7686e-15
9.6254e+12	2.3239e-14	2.0512e-15
9.669e+12	2.8982e-14	2.4326e-15
9.7125e+12	3.5718e-14	2.8932e-15
9.7561e+12	4.3041e-14	3.4112e-15
9.7997e+12	5.07e-14	3.9614e-15
9.8432e+12	5.8536e-14	4.5094e-15
9.8868e+12	6.634e-14	5.009e-15
9.9303e+12	7.3722e-14	5.4047e-15
9.9739e+12	8.0078e-14	5.6432e-15
1.0017e+13	8.4704e-14	5.6894e-15
1.0061e+13	8.7048e-14	5.544e-15
1.0105e+13	8.6994e-14	5.2535e-15
1.0148e+13	8.5082e-14	4.908e-15
1.0192e+13	8.2531e-14	4.6242e-15
1.0235e+13	8.1024e-14	4.5176e-15
1.0279e+13	8.2279e-14	4.6697e-15
1.0322e+13	8.7528e-14	5.1025e-15
1.0366e+13	9.706e-14	5.767e-15
1.0409e+13	1.0999e-13	6.5512e-15
1.0453e+13	1.2436e-13	7.3065e-15
1.0497e+13	1.3754e-13	7.8838e-15
