#Error on normalization	O = 1.205 %	H = 2.297 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	-2.6332e-16	1.2774e-15
1.2014e+11	1.5951e-16	1.4385e-15
2.4029e+11	3.542e-16	1.5557e-15
3.6043e+11	-1.4401e-16	1.4542e-15
4.8058e+11	9.0431e-18	1.5348e-15
6.0072e+11	4.851e-16	1.668e-15
7.2087e+11	8.2026e-17	1.5147e-15
8.4101e+11	-1.2287e-16	1.4156e-15
9.6115e+11	5.1245e-16	1.5197e-15
1.0813e+12	4.4191e-16	1.4564e-15
1.2014e+12	-9.531e-17	1.3878e-15
1.3216e+12	4.4251e-16	1.6176e-15
1.4417e+12	8.425e-16	1.7519e-15
1.5619e+12	1.6368e-16	1.6564e-15
1.682e+12	3.9434e-16	1.7487e-15
1.8022e+12	1.3405e-15	1.8652e-15
1.9223e+12	7.7841e-16	1.6895e-15
2.0425e+12	3.2242e-16	1.6449e-15
2.1626e+12	1.6383e-15	1.8668e-15
2.2827e+12	1.9366e-15	1.8671e-15
2.4029e+12	1.1876e-15	1.7803e-15
2.523e+12	2.6993e-15	1.9861e-15
2.6432e+12	3.8153e-15	2.0853e-15
2.7633e+12	1.5156e-15	1.912e-15
2.8835e+12	1.5201e-15	2.0239e-15
3.0036e+12	5.7288e-15	2.3532e-15
3.1237e+12	6.6102e-15	2.3456e-15
3.2439e+12	5.6926e-15	2.2608e-15
3.364e+12	1.1739e-14	2.5585e-15
3.4842e+12	1.8213e-14	2.9386e-15
3.6043e+12	1.5076e-14	3.068e-15
3.7245e+12	1.2885e-14	3.0995e-15
3.8446e+12	2.1901e-14	3.2478e-15
3.9648e+12	3.0071e-14	3.5811e-15
4.0849e+12	2.8303e-14	3.8276e-15
4.205e+12	2.4743e-14	3.5464e-15
4.3252e+12	2.1094e-14	3.0349e-15
4.4453e+12	1.284e-14	2.9917e-15
4.5655e+12	8.7785e-15	3.1951e-15
4.6856e+12	1.4243e-14	3.1151e-15
4.8058e+12	1.5818e-14	3.0438e-15
4.9259e+12	9.6285e-15	3.153e-15
5.0461e+12	1.0837e-14	3.0818e-15
5.1662e+12	2.0924e-14	3.0622e-15
5.2863e+12	2.4581e-14	3.3874e-15
