#Error on normalization	O = 1.798 %	H = -0.534 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	4.4167e-15	3.3827e-16
1.1858e+11	2.6904e-15	3.3527e-16
2.3715e+11	-1.0111e-15	3.3722e-16
3.5573e+11	-3.486e-15	3.6578e-16
4.7431e+11	-2.4863e-15	4.2977e-16
5.9289e+11	1.3714e-15	5.1078e-16
7.1146e+11	5.0665e-15	5.7315e-16
8.3004e+11	5.67e-15	5.9291e-16
9.4862e+11	2.8384e-15	5.8254e-16
1.0672e+12	-7.8781e-16	5.8815e-16
1.1858e+12	-1.7046e-15	6.5602e-16
1.3043e+12	1.4768e-15	7.9184e-16
1.4229e+12	6.6605e-15	9.4693e-16
1.5415e+12	9.7855e-15	1.0503e-15
1.6601e+12	8.2155e-15	1.0705e-15
1.7787e+12	3.3614e-15	1.0619e-15
1.8972e+12	3.1309e-16	1.1538e-15
2.0158e+12	4.4571e-15	1.4753e-15
2.1344e+12	1.7417e-14	2.0595e-15
2.253e+12	3.5336e-14	2.7929e-15
2.3715e+12	5.0932e-14	3.4567e-15
2.4901e+12	5.8027e-14	3.844e-15
2.6087e+12	5.5427e-14	3.8829e-15
2.7273e+12	4.743e-14	3.6807e-15
2.8458e+12	4.069e-14	3.4546e-15
2.9644e+12	3.9725e-14	3.3896e-15
3.083e+12	4.427e-14	3.5209e-15
3.2016e+12	5.0232e-14	3.7259e-15
3.3202e+12	5.3342e-14	3.8339e-15
3.4387e+12	5.2684e-14	3.7789e-15
3.5573e+12	5.1523e-14	3.6816e-15
3.6759e+12	5.4933e-14	3.7926e-15
3.7945e+12	6.6081e-14	4.3266e-15
3.913e+12	8.3879e-14	5.2991e-15
4.0316e+12	1.0359e-13	6.4822e-15
4.1502e+12	1.1973e-13	7.5189e-15
4.2688e+12	1.2917e-13	8.125e-15
4.3874e+12	1.3224e-13	8.2454e-15
4.5059e+12	1.3153e-13	8.0629e-15
4.6245e+12	1.2966e-13	7.8568e-15
4.7431e+12	1.277e-13	7.8136e-15
4.8617e+12	1.2534e-13	7.9164e-15
4.9802e+12	1.2202e-13	7.9828e-15
5.0988e+12	1.1789e-13	7.8131e-15
5.2174e+12	1.136e-13	7.3374e-15
5.336e+12	1.093e-13	6.6618e-15
5.4545e+12	1.0407e-13	5.9928e-15
5.5731e+12	9.6546e-14	5.5065e-15
5.6917e+12	8.6476e-14	5.2604e-15
5.8103e+12	7.5775e-14	5.2014e-15
5.9289e+12	6.8e-14	5.2462e-15
6.0474e+12	6.6269e-14	5.3595e-15
6.166e+12	7.109e-14	5.5694e-15
6.2846e+12	7.9881e-14	5.9196e-15
6.4032e+12	8.8761e-14	6.4095e-15
6.5217e+12	9.5432e-14	6.9801e-15
6.6403e+12	1.0094e-13	7.5538e-15
6.7589e+12	1.0878e-13	8.0885e-15
6.8775e+12	1.2175e-13	8.5902e-15
6.996e+12	1.3887e-13	9.0721e-15
7.1146e+12	1.5476e-13	9.4967e-15
7.2332e+12	1.6232e-13	9.7625e-15
7.3518e+12	1.5707e-13	9.7594e-15
7.4704e+12	1.4032e-13	9.4558e-15
7.5889e+12	1.1874e-13	8.9458e-15
7.7075e+12	1.0062e-13	8.4088e-15
7.8261e+12	9.12e-14	8.0057e-15
7.9447e+12	9.02e-14	7.7892e-15
8.0632e+12	9.3013e-14	7.7016e-15
8.1818e+12	9.4529e-14	7.6637e-15
8.3004e+12	9.276e-14	7.6774e-15
8.419e+12	8.9738e-14	7.849e-15
8.5375e+12	8.9282e-14	8.2984e-15
8.6561e+12	9.3507e-14	9.0186e-15
8.7747e+12	1.0078e-13	9.8057e-15
8.8933e+12	1.0666e-13	1.0339e-14
9.0119e+12	1.0707e-13	1.0377e-14
9.1304e+12	1.0135e-13	9.9358e-15
9.249e+12	9.2911e-14	9.3123e-15
9.3676e+12	8.698e-14	8.9091e-15
