#Error on normalization	O = 1.474 %	H = -0.421 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	3.3293e-17	-2.9948e-17
7.0225e+10	5.4142e-17	-1.3501e-17
1.4045e+11	7.56e-17	2.0894e-17
2.1067e+11	2.7973e-17	4.1898e-17
2.809e+11	-8.6557e-17	3.0195e-17
3.5112e+11	-1.6457e-16	-3.6461e-18
4.2135e+11	-9.2983e-17	-2.8133e-17
4.9157e+11	1.1898e-16	-1.8965e-17
5.618e+11	3.0785e-16	1.8663e-17
6.3202e+11	2.8311e-16	5.3876e-17
7.0225e+11	1.5541e-17	5.73e-17
7.7247e+11	-2.9389e-16	2.7792e-17
8.427e+11	-3.5828e-16	-5.4649e-18
9.1292e+11	-6.2105e-17	-8.2909e-18
9.8315e+11	3.9634e-16	2.7504e-17
1.0534e+12	6.3277e-16	7.5243e-17
1.1236e+12	3.996e-16	9.5686e-17
1.1938e+12	-1.6592e-16	7.1964e-17
1.264e+12	-6.0741e-16	2.6364e-17
1.3343e+12	-5.1357e-16	2.8453e-18
1.4045e+12	1.0849e-16	2.9016e-17
1.4747e+12	7.8552e-16	9.038e-17
1.5449e+12	9.3929e-16	1.4057e-16
1.6152e+12	3.8383e-16	1.4055e-16
1.6854e+12	-4.6641e-16	9.3683e-17
1.7556e+12	-8.9416e-16	4.5081e-17
1.8258e+12	-4.7517e-16	4.3788e-17
1.8961e+12	5.1978e-16	9.8964e-17
1.9663e+12	1.2901e-15	1.6877e-16
2.0365e+12	1.1508e-15	1.9415e-16
2.1067e+12	1.4276e-16	1.5072e-16
2.177e+12	-9.3042e-16	7.4199e-17
2.2472e+12	-1.1263e-15	3.4727e-17
2.3174e+12	-1.7126e-16	7.8789e-17
2.3876e+12	1.2344e-15	1.8694e-16
2.4579e+12	1.9275e-15	2.8531e-16
2.5281e+12	1.2467e-15	3.0468e-16
2.5983e+12	-3.4445e-16	2.3908e-16
2.6685e+12	-1.547e-15	1.5344e-16
2.7388e+12	-1.2699e-15	1.3076e-16
2.809e+12	4.0478e-16	2.0124e-16
2.8792e+12	2.1764e-15	3.1433e-16
2.9494e+12	2.5327e-15	3.8074e-16
3.0197e+12	1.0428e-15	3.5168e-16
3.0899e+12	-1.1532e-15	2.6719e-16
3.1601e+12	-2.1667e-15	2.2717e-16
3.2303e+12	-9.233e-16	3.0392e-16
3.3006e+12	1.8058e-15	4.6911e-16
3.3708e+12	3.8559e-15	6.0345e-16
