#Error on normalization	O = 1.636 %	H = 2.485 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	4.2574e-16	6.1576e-16
1.3393e+11	1.9684e-16	2.9681e-16
2.6786e+11	-7.1733e-17	-2.0707e-18
4.0179e+11	5.8109e-16	2.0959e-16
5.3571e+11	1.3612e-15	2.7687e-16
6.6964e+11	7.4691e-16	7.3813e-17
8.0357e+11	9.3074e-16	2.0572e-16
9.375e+11	2.8487e-15	4.18e-16
1.0714e+12	2.6882e-15	2.4815e-16
1.2054e+12	1.8579e-15	2.414e-16
1.3393e+12	4.5365e-15	5.7669e-16
1.4732e+12	5.9281e-15	5.6597e-16
1.6071e+12	4.8772e-15	4.5566e-16
1.7411e+12	9.3393e-15	8.7062e-16
1.875e+12	1.3349e-14	1.0205e-15
2.0089e+12	1.0175e-14	6.6825e-16
2.1429e+12	2.1361e-14	1.4827e-15
2.2768e+12	5.117e-14	3.3397e-15
2.4107e+12	5.7479e-14	3.595e-15
2.5446e+12	3.665e-14	2.4697e-15
2.6786e+12	4.4976e-14	3.1148e-15
2.8125e+12	7.9138e-14	5.011e-15
2.9464e+12	7.3016e-14	4.6371e-15
3.0804e+12	4.0032e-14	2.7089e-15
3.2143e+12	5.2541e-14	2.9752e-15
3.3482e+12	9.5331e-14	5.1207e-15
3.4821e+12	1.0583e-13	6.0636e-15
3.6161e+12	9.8004e-14	5.7888e-15
3.75e+12	1.0916e-13	6.0904e-15
3.8839e+12	1.2171e-13	6.8036e-15
4.0179e+12	1.2298e-13	7.1332e-15
4.1518e+12	1.3195e-13	7.3789e-15
4.2857e+12	1.4499e-13	7.7338e-15
4.4196e+12	1.5019e-13	8.0582e-15
4.5536e+12	1.5682e-13	8.3663e-15
4.6875e+12	1.5587e-13	8.0787e-15
4.8214e+12	1.3002e-13	6.7519e-15
4.9554e+12	1.0425e-13	5.4842e-15
5.0893e+12	1.0005e-13	5.1486e-15
5.2232e+12	9.3304e-14	4.9542e-15
5.3571e+12	8.1179e-14	4.7426e-15
5.4911e+12	9.3886e-14	5.5035e-15
5.625e+12	1.1781e-13	6.6593e-15
5.7589e+12	1.1855e-13	6.8143e-15
5.8929e+12	1.1524e-13	6.8011e-15
6.0268e+12	1.3652e-13	8.1151e-15
6.1607e+12	1.657e-13	1.0003e-14
6.2946e+12	1.8497e-13	1.105e-14
6.4286e+12	1.9447e-13	1.1166e-14
6.5625e+12	1.8353e-13	1.0516e-14
6.6964e+12	1.5348e-13	9.1431e-15
6.8304e+12	1.3132e-13	7.7931e-15
6.9643e+12	1.2423e-13	7.1437e-15
7.0982e+12	1.1949e-13	7.093e-15
7.2321e+12	1.1921e-13	7.356e-15
