#Error on normalization	O = -1.039 %	H = 0.923 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	-2.6081e-15	-1.8876e-16
7.2639e+10	-1.5411e-15	-9.6796e-17
1.4528e+11	7.8694e-16	1.1319e-16
2.1792e+11	2.4725e-15	2.9575e-16
2.9056e+11	2.1434e-15	3.4035e-16
3.632e+11	8.6468e-17	2.553e-16
4.3584e+11	-1.9844e-15	1.5382e-16
5.0847e+11	-2.3357e-15	1.5517e-16
5.8111e+11	-6.4583e-16	2.8301e-16
6.5375e+11	1.7168e-15	4.4519e-16
7.2639e+11	2.8078e-15	5.1171e-16
7.9903e+11	1.7089e-15	4.263e-16
8.7167e+11	-6.9716e-16	2.5833e-16
9.4431e+11	-2.4286e-15	1.5026e-16
1.0169e+12	-2.0261e-15	2.0176e-16
1.0896e+12	2.3075e-16	3.8531e-16
1.1622e+12	2.5226e-15	5.6394e-16
1.2349e+12	2.9668e-15	5.9925e-16
1.3075e+12	1.1756e-15	4.632e-16
1.3801e+12	-1.3906e-15	2.6257e-16
1.4528e+12	-2.5941e-15	1.5423e-16
1.5254e+12	-1.3821e-15	2.1884e-16
1.5981e+12	1.3063e-15	3.952e-16
1.6707e+12	3.264e-15	5.2995e-16
1.7433e+12	2.8185e-15	5.036e-16
1.816e+12	2.5053e-16	3.3068e-16
1.8886e+12	-2.366e-15	1.5129e-16
1.9613e+12	-2.8256e-15	1.1871e-16
2.0339e+12	-6.301e-16	2.7338e-16
2.1065e+12	2.5192e-15	5.0644e-16
2.1792e+12	4.0451e-15	6.4504e-16
2.2518e+12	2.6118e-15	5.9171e-16
2.3245e+12	-6.914e-16	4.0443e-16
2.3971e+12	-3.1362e-15	2.4967e-16
2.4697e+12	-2.5601e-15	2.6437e-16
2.5424e+12	7.7425e-16	4.3928e-16
2.615e+12	4.242e-15	6.2254e-16
2.6877e+12	4.9135e-15	6.4546e-16
2.7603e+12	2.0161e-15	4.6999e-16
2.8329e+12	-2.2357e-15	2.3373e-16
2.9056e+12	-4.2653e-15	1.4686e-16
2.9782e+12	-2.0514e-15	3.1702e-16
3.0508e+12	3.0015e-15	6.4487e-16
3.1235e+12	6.9141e-15	8.85e-16
3.1961e+12	6.264e-15	8.3747e-16
3.2688e+12	1.2087e-15	5.2255e-16
3.3414e+12	-4.1605e-15	1.909e-16
3.414e+12	-4.7774e-15	1.4159e-16
3.4867e+12	1.1488e-15	4.7502e-16
3.5593e+12	9.9528e-15	9.7602e-16
3.632e+12	1.4564e-14	1.2418e-15
3.7046e+12	9.8695e-15	9.8937e-16
3.7772e+12	-2.2928e-15	3.2802e-16
3.8499e+12	-1.2481e-14	-2.1912e-16
3.9225e+12	-8.6287e-15	-3.0368e-19
3.9952e+12	1.6008e-14	1.3333e-15
4.0678e+12	5.7053e-14	3.5303e-15
4.1404e+12	9.9576e-14	5.79e-15
4.2131e+12	1.2533e-13	7.1568e-15
4.2857e+12	1.2258e-13	7.0326e-15
4.3584e+12	9.2656e-14	5.4975e-15
4.431e+12	4.9152e-14	3.2519e-15
4.5036e+12	1.0342e-14	1.223e-15
4.5763e+12	-1.051e-14	8.3393e-17
4.6489e+12	-1.1206e-14	-3.9294e-17
4.7215e+12	1.7419e-16	4.8221e-16
4.7942e+12	1.1705e-14	1.0822e-15
4.8668e+12	1.5161e-14	1.3544e-15
4.9395e+12	1.0003e-14	1.2354e-15
5.0121e+12	1.9022e-15	9.4384e-16
5.0847e+12	-2.3808e-15	7.6074e-16
5.1574e+12	1.2295e-16	8.2284e-16
5.23e+12	7.1415e-15	1.0606e-15
5.3027e+12	1.3614e-14	1.2948e-15
5.3753e+12	1.5829e-14	1.3967e-15
5.4479e+12	1.4157e-14	1.3913e-15
5.5206e+12	1.2634e-14	1.4351e-15
5.5932e+12	1.5973e-14	1.7003e-15
5.6659e+12	2.6266e-14	2.2489e-15
5.7385e+12	4.1587e-14	2.9843e-15
5.8111e+12	5.7186e-14	3.7012e-15
5.8838e+12	6.8213e-14	4.1951e-15
5.9564e+12	7.2105e-14	4.3594e-15
6.0291e+12	6.9327e-14	4.2185e-15
6.1017e+12	6.239e-14	3.89e-15
6.1743e+12	5.4169e-14	3.5101e-15
6.247e+12	4.6644e-14	3.1709e-15
6.3196e+12	4.0604e-14	2.8993e-15
6.3923e+12	3.6076e-14	2.6784e-15
6.4649e+12	3.285e-14	2.4874e-15
6.5375e+12	3.0711e-14	2.3313e-15
6.6102e+12	2.9413e-14	2.2416e-15
6.6828e+12	2.8686e-14	2.2529e-15
6.7554e+12	2.8438e-14	2.3738e-15
6.8281e+12	2.9005e-14	2.574e-15
6.9007e+12	3.1135e-14	2.7983e-15
6.9734e+12	3.5584e-14	3e-15
7.046e+12	4.251e-14	3.1704e-15
7.1186e+12	5.1134e-14	3.3434e-15
7.1913e+12	5.9943e-14	3.5695e-15
7.2639e+12	6.7411e-14	3.8749e-15
7.3366e+12	7.2776e-14	4.2357e-15
7.4092e+12	7.6423e-14	4.5874e-15
7.4818e+12	7.9617e-14	4.8661e-15
7.5545e+12	8.3785e-14	5.0518e-15
7.6271e+12	8.9768e-14	5.1818e-15
7.6998e+12	9.7413e-14	5.3179e-15
7.7724e+12	1.0565e-13	5.4916e-15
7.845e+12	1.1295e-13	5.6653e-15
7.9177e+12	1.1786e-13	5.7459e-15
7.9903e+12	1.1949e-13	5.6449e-15
8.063e+12	1.1782e-13	5.3491e-15
8.1356e+12	1.1367e-13	4.9465e-15
8.2082e+12	1.0841e-13	4.5857e-15
8.2809e+12	1.0338e-13	4.389e-15
8.3535e+12	9.9327e-14	4.3752e-15
8.4262e+12	9.5977e-14	4.4451e-15
8.4988e+12	9.2174e-14	4.4389e-15
8.5714e+12	8.6488e-14	4.2306e-15
8.6441e+12	7.8047e-14	3.7981e-15
8.7167e+12	6.712e-14	3.2283e-15
8.7893e+12	5.5098e-14	2.6606e-15
8.862e+12	4.3896e-14	2.2114e-15
8.9346e+12	3.5115e-14	1.9274e-15
9.0073e+12	2.9457e-14	1.7881e-15
9.0799e+12	2.6661e-14	1.743e-15
9.1525e+12	2.5893e-14	1.7479e-15
9.2252e+12	2.6244e-14	1.7783e-15
9.2978e+12	2.7047e-14	1.8206e-15
9.3705e+12	2.7897e-14	1.8613e-15
9.4431e+12	2.8535e-14	1.8891e-15
9.5157e+12	2.8806e-14	1.9069e-15
9.5884e+12	2.8737e-14	1.9359e-15
9.661e+12	2.8641e-14	2.0016e-15
9.7337e+12	2.9093e-14	2.1109e-15
9.8063e+12	3.0743e-14	2.2427e-15
9.8789e+12	3.4103e-14	2.3665e-15
9.9516e+12	3.9428e-14	2.4802e-15
1.0024e+13	4.6716e-14	2.6306e-15
1.0097e+13	5.5657e-14	2.892e-15
1.0169e+13	6.5439e-14	3.3045e-15
1.0242e+13	7.4509e-14	3.817e-15
1.0315e+13	8.0656e-14	4.2834e-15
1.0387e+13	8.1726e-14	4.5319e-15
1.046e+13	7.6857e-14	4.471e-15
1.0533e+13	6.7576e-14	4.1626e-15
1.0605e+13	5.7883e-14	3.8046e-15
1.0678e+13	5.2853e-14	3.6261e-15
1.0751e+13	5.6237e-14	3.7584e-15
1.0823e+13	6.8316e-14	4.1652e-15
1.0896e+13	8.5408e-14	4.6769e-15
1.0969e+13	1.0154e-13	5.1023e-15
1.1041e+13	1.1146e-13	5.339e-15
1.1114e+13	1.133e-13	5.4097e-15
1.1186e+13	1.0924e-13	5.4083e-15
1.1259e+13	1.038e-13	5.4067e-15
1.1332e+13	1.0091e-13	5.3976e-15
1.1404e+13	1.0169e-13	5.3149e-15
1.1477e+13	1.0415e-13	5.1083e-15
1.155e+13	1.0507e-13	4.8066e-15
1.1622e+13	1.0237e-13	4.5118e-15
1.1695e+13	9.6473e-14	4.3282e-15
1.1768e+13	8.9743e-14	4.2801e-15
1.184e+13	8.4628e-14	4.2887e-15
1.1913e+13	8.1927e-14	4.2294e-15
