#Error on normalization	O = 2.441 %	H = 2.069 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	-9.9708e-16	4.9432e-15
1.3405e+11	3.0954e-15	4.9971e-15
2.681e+11	4.7909e-15	4.9972e-15
4.0214e+11	-6.2511e-17	5.0308e-15
5.3619e+11	2.0198e-15	5.4516e-15
6.7024e+11	7.5847e-15	5.9645e-15
8.0429e+11	5.2155e-15	6.1025e-15
9.3834e+11	4.5257e-15	6.0704e-15
1.0724e+12	9.4167e-15	6.0803e-15
1.2064e+12	6.7602e-15	6.1129e-15
1.3405e+12	3.9014e-15	6.4687e-15
1.4745e+12	1.5224e-14	7.0627e-15
1.6086e+12	2.3429e-14	7.214e-15
1.7426e+12	1.6402e-14	7.2313e-15
1.8767e+12	1.631e-14	8.0302e-15
2.0107e+12	2.8001e-14	8.8989e-15
2.1448e+12	2.9099e-14	8.5846e-15
2.2788e+12	2.3818e-14	7.9587e-15
2.4129e+12	2.9181e-14	8.4888e-15
2.5469e+12	3.2339e-14	9.4737e-15
2.681e+12	2.659e-14	9.617e-15
2.815e+12	3.277e-14	9.5069e-15
2.9491e+12	4.7855e-14	1.0118e-14
3.0831e+12	4.8005e-14	1.066e-14
3.2172e+12	4.299e-14	1.0133e-14
3.3512e+12	5.113e-14	9.5435e-15
3.4853e+12	5.5424e-14	1.0255e-14
3.6193e+12	4.5477e-14	1.1266e-14
3.7534e+12	4.3861e-14	1.0965e-14
3.8874e+12	5.7106e-14	1.038e-14
4.0214e+12	6.5323e-14	1.1089e-14
4.1555e+12	6.2687e-14	1.1768e-14
4.2895e+12	5.6093e-14	1.102e-14
4.4236e+12	4.8404e-14	1.0685e-14
4.5576e+12	4.9202e-14	1.2042e-14
4.6917e+12	6.2878e-14	1.2897e-14
4.8257e+12	7.1068e-14	1.2078e-14
4.9598e+12	6.4772e-14	1.1645e-14
5.0938e+12	6.1523e-14	1.2456e-14
5.2279e+12	6.7885e-14	1.2957e-14
5.3619e+12	7.2011e-14	1.2763e-14
5.496e+12	7.2828e-14	1.272e-14
5.63e+12	7.2575e-14	1.2763e-14
5.7641e+12	6.6e-14	1.2792e-14
5.8981e+12	6.2007e-14	1.3173e-14
6.0322e+12	7.1666e-14	1.3471e-14
6.1662e+12	7.8007e-14	1.3334e-14
