#Error on normalization	O = 0.922 %	H = 2.569 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	6.0863e-16	-1.1964e-17
1.2014e+11	-7.1405e-17	1.2872e-17
2.4029e+11	-4.1566e-16	1.656e-17
3.6043e+11	3.2722e-16	-2.0743e-17
4.8058e+11	1.5653e-16	-4.7702e-18
6.0072e+11	-4.4507e-16	2.5945e-17
7.2087e+11	1.1785e-16	-6.7396e-18
8.4101e+11	3.627e-16	-1.7057e-17
9.6115e+11	-3.4228e-16	2.3914e-17
1.0813e+12	-1.4337e-16	1.105e-17
1.2014e+12	4.3625e-16	-2.1627e-17
1.3216e+12	-8.4776e-17	1.342e-17
1.4417e+12	-2.9152e-16	2.8937e-17
1.5619e+12	3.6667e-16	-1.1922e-17
1.682e+12	1.8405e-16	1.7249e-18
1.8022e+12	-3.2015e-16	3.9295e-17
1.9223e+12	1.5439e-16	5.992e-18
2.0425e+12	3.4649e-16	-6.6799e-18
2.1626e+12	-1.269e-16	4.3489e-17
2.2827e+12	1.1407e-16	3.2823e-17
2.4029e+12	4.3589e-16	-8.0045e-18
2.523e+12	-3.4742e-17	3.3366e-17
2.6432e+12	-2.9297e-17	5.5395e-17
2.7633e+12	4.6372e-16	5.0171e-19
2.8835e+12	2.3503e-16	1.6349e-17
3.0036e+12	4.9115e-17	7.8356e-17
3.1237e+12	3.8191e-16	3.6738e-17
3.2439e+12	2.4926e-16	3.6741e-18
3.364e+12	3.1396e-16	8.444e-17
3.4842e+12	1.0981e-15	1.0278e-16
3.6043e+12	1.052e-15	3.7193e-17
3.7245e+12	8.2064e-16	8.6691e-17
3.8446e+12	2.1537e-15	1.7551e-16
3.9648e+12	2.8029e-15	1.3006e-16
4.0849e+12	1.5992e-15	1.0999e-16
4.205e+12	3.5258e-15	2.921e-16
4.3252e+12	1.2991e-14	6.9192e-16
4.4453e+12	2.8301e-14	1.3999e-15
4.5655e+12	4.1372e-14	2.1314e-15
4.6856e+12	3.9909e-14	2.0584e-15
4.8058e+12	2.2625e-14	1.128e-15
4.9259e+12	8.1649e-15	4.5716e-16
5.0461e+12	8.1873e-15	5.0205e-16
5.1662e+12	8.657e-15	4.6602e-16
5.2863e+12	1.0568e-15	1.062e-16
5.4065e+12	-7.2501e-16	8.8332e-17
5.5266e+12	5.8049e-15	3.7043e-16
5.6468e+12	5.4587e-15	3.2361e-16
5.7669e+12	4.2996e-16	1.2945e-16
5.8871e+12	3.7103e-15	2.5334e-16
6.0072e+12	8.1431e-15	3.9957e-16
6.1274e+12	4.9748e-15	3.0619e-16
6.2475e+12	5.1833e-15	3.3922e-16
6.3676e+12	1.3691e-14	6.1679e-16
6.4878e+12	2.0526e-14	8.4499e-16
6.6079e+12	2.3964e-14	9.771e-16
6.7281e+12	2.4587e-14	9.7569e-16
6.8482e+12	1.4939e-14	6.4464e-16
6.9684e+12	2.1698e-15	2.7849e-16
7.0885e+12	3.0704e-15	3.2565e-16
