#Error on normalization	O = 1.232 %	H = 2.217 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	1.9778e-16	-4.8879e-18
5.3314e+10	-7.5362e-17	2.3488e-17
1.0663e+11	-1.773e-16	3.1118e-17
1.5994e+11	1.6022e-16	-7.6308e-18
2.1326e+11	5.2739e-17	6.6008e-18
2.6657e+11	-2.1347e-16	3.7943e-17
3.1989e+11	6.5417e-17	5.3419e-18
3.732e+11	1.6229e-16	-5.4076e-18
4.2652e+11	-1.6982e-16	3.6146e-17
4.7983e+11	-5.0034e-17	2.406e-17
5.3314e+11	2.1555e-16	-9.5032e-18
5.8646e+11	-6.3403e-17	2.3995e-17
6.3977e+11	-1.5358e-16	4.1859e-17
6.9309e+11	1.7608e-16	3.5289e-18
7.464e+11	6.1374e-17	1.0038e-17
7.9972e+11	-1.8152e-16	4.0952e-17
8.5303e+11	9.7455e-17	1.6025e-17
9.0634e+11	1.6679e-16	7.0651e-18
9.5966e+11	-1.5129e-16	4.3589e-17
1.013e+12	-8.3995e-18	3.3581e-17
1.0663e+12	2.327e-16	1.0555e-17
1.1196e+12	-4.9049e-17	4.7516e-17
1.1729e+12	-1.0246e-16	5.6846e-17
1.2262e+12	2.1122e-16	1.2842e-17
1.2795e+12	5.7997e-17	2.4887e-17
1.3329e+12	-1.6161e-16	6.0802e-17
1.3862e+12	1.3438e-16	3.3026e-17
1.4395e+12	1.8154e-16	2.4587e-17
1.4928e+12	-1.0564e-16	6.8791e-17
1.5461e+12	8.0168e-17	5.8218e-17
1.5994e+12	2.8135e-16	2.3185e-17
1.6527e+12	-2.4962e-17	5.5896e-17
1.7061e+12	-2.5684e-17	7.5235e-17
1.7594e+12	3.0725e-16	4.018e-17
1.8127e+12	1.4705e-16	5.3723e-17
1.866e+12	-3.0854e-17	8.933e-17
1.9193e+12	2.7168e-16	5.7177e-17
1.9726e+12	2.8108e-16	3.9865e-17
2.0259e+12	1.2879e-17	8.2925e-17
2.0793e+12	1.794e-16	8.2602e-17
2.1326e+12	2.897e-16	5.7687e-17
2.1859e+12	5.814e-17	9.477e-17
2.2392e+12	2.2761e-16	1.1446e-16
2.2925e+12	4.832e-16	7.3442e-17
2.3458e+12	1.6458e-16	7.6424e-17
2.3991e+12	6.827e-17	1.0783e-16
2.4525e+12	4.3419e-16	8.6121e-17
2.5058e+12	3.186e-16	8.9411e-17
2.5591e+12	6.8655e-17	1.4296e-16
2.6124e+12	3.7595e-16	1.2497e-16
2.6657e+12	4.3427e-16	7.1217e-17
2.719e+12	1.1945e-16	1.0172e-16
2.7723e+12	3.2589e-16	1.3317e-16
2.8257e+12	5.4439e-16	1.0026e-16
2.879e+12	2.6116e-16	1.1596e-16
2.9323e+12	3.877e-16	1.6745e-16
2.9856e+12	7.1724e-16	1.4505e-16
3.0389e+12	3.8294e-16	1.2989e-16
3.0922e+12	3.0219e-16	1.8403e-16
3.1455e+12	7.7723e-16	1.8503e-16
3.1989e+12	5.5931e-16	1.4529e-16
3.2522e+12	2.5349e-16	1.7833e-16
3.3055e+12	8.7098e-16	1.8532e-16
3.3588e+12	1.0431e-15	1.1011e-16
3.4121e+12	5.3791e-16	1.2705e-16
3.4654e+12	7.2052e-16	2.1322e-16
3.5187e+12	6.7446e-16	1.7699e-16
3.5721e+12	1.138e-16	1.3961e-16
3.6254e+12	1.0762e-15	2.4503e-16
3.6787e+12	2.0512e-15	2.7642e-16
3.732e+12	8.0395e-16	1.857e-16
3.7853e+12	7.9006e-16	2.3147e-16
3.8386e+12	2.7081e-15	3.1629e-16
3.8919e+12	1.6007e-15	2.1842e-16
3.9453e+12	-2.6122e-18	2.1842e-16
3.9986e+12	2.9521e-15	4.2238e-16
4.0519e+12	3.7354e-15	3.6795e-16
4.1052e+12	-3.8298e-16	1.3839e-16
4.1585e+12	1.3901e-15	3.2855e-16
4.2118e+12	6.7723e-15	6.1127e-16
4.2652e+12	3.2706e-15	3.9086e-16
4.3185e+12	2.2857e-15	3.5207e-16
4.3718e+12	1.6589e-14	1.0297e-15
4.4251e+12	2.4908e-14	1.4054e-15
4.4784e+12	1.8755e-14	1.2156e-15
4.5317e+12	3.0983e-14	1.9247e-15
4.585e+12	6.2756e-14	3.4376e-15
