#Error on normalization	O = 3.047 %	H = 1.724 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	1.2118e-15	5.748e-15
1.1788e+11	4.3043e-17	5.8371e-15
2.3576e+11	-5.2942e-16	5.6907e-15
3.5363e+11	8.6538e-16	5.4315e-15
4.7151e+11	9.6162e-16	5.8407e-15
5.8939e+11	5.5197e-16	6.2622e-15
7.0727e+11	1.8558e-15	5.8507e-15
8.2515e+11	2.4064e-15	5.6773e-15
9.4303e+11	2.4581e-15	6.3903e-15
1.0609e+12	4.989e-15	6.7378e-15
1.1788e+12	6.4393e-15	6.3343e-15
1.2967e+12	4.8659e-15	6.1769e-15
1.4145e+12	6.8057e-15	6.3981e-15
1.5324e+12	1.1103e-14	6.7571e-15
1.6503e+12	9.3731e-15	7.459e-15
1.7682e+12	8.5992e-15	7.8203e-15
1.8861e+12	1.9236e-14	7.2701e-15
2.0039e+12	2.8e-14	7.0751e-15
2.1218e+12	2.193e-14	7.7757e-15
2.2397e+12	1.7633e-14	7.8718e-15
2.3576e+12	2.782e-14	7.3655e-15
2.4754e+12	3.3745e-14	7.8727e-15
2.5933e+12	2.3952e-14	8.7044e-15
2.7112e+12	1.7532e-14	8.2425e-15
2.8291e+12	2.536e-14	7.645e-15
2.947e+12	3.2189e-14	8.3661e-15
3.0648e+12	2.9417e-14	9.2523e-15
3.1827e+12	2.6557e-14	9.2578e-15
3.3006e+12	2.8401e-14	9.0054e-15
3.4185e+12	3.0211e-14	8.7592e-15
3.5363e+12	3.0016e-14	8.541e-15
3.6542e+12	2.9055e-14	8.9575e-15
3.7721e+12	2.9499e-14	9.618e-15
3.89e+12	3.4901e-14	9.5824e-15
4.0079e+12	4.227e-14	9.5609e-15
4.1257e+12	4.2399e-14	1.022e-14
4.2436e+12	3.7761e-14	1.0327e-14
4.3615e+12	4.2124e-14	9.6158e-15
4.4794e+12	5.4769e-14	9.7914e-15
4.5972e+12	5.9121e-14	1.0899e-14
4.7151e+12	5.2136e-14	1.1206e-14
4.833e+12	4.8365e-14	1.0797e-14
4.9509e+12	5.3262e-14	1.0911e-14
5.0688e+12	5.9044e-14	1.1185e-14
5.1866e+12	6.3351e-14	1.0977e-14
5.3045e+12	6.7625e-14	1.0909e-14
5.4224e+12	6.7574e-14	1.1173e-14
5.5403e+12	6.4895e-14	1.1223e-14
5.6582e+12	6.8907e-14	1.1358e-14
5.776e+12	7.4132e-14	1.1897e-14
5.8939e+12	6.6331e-14	1.2e-14
6.0118e+12	5.4687e-14	1.1516e-14
6.1297e+12	5.9031e-14	1.1767e-14
6.2475e+12	7.0882e-14	1.2868e-14
6.3654e+12	6.9962e-14	1.3059e-14
6.4833e+12	6.2279e-14	1.195e-14
6.6012e+12	6.1561e-14	1.1483e-14
6.7191e+12	6.1608e-14	1.2468e-14
6.8369e+12	5.8159e-14	1.3124e-14
6.9548e+12	6.0136e-14	1.2417e-14
7.0727e+12	6.3526e-14	1.1814e-14
7.1906e+12	5.759e-14	1.2185e-14
7.3084e+12	5.3491e-14	1.2241e-14
7.4263e+12	6.2772e-14	1.166e-14
7.5442e+12	6.9394e-14	1.2028e-14
7.6621e+12	6.1776e-14	1.3172e-14
7.78e+12	5.6491e-14	1.2932e-14
7.8978e+12	6.2097e-14	1.1715e-14
8.0157e+12	6.3188e-14	1.2271e-14
8.1336e+12	5.5459e-14	1.4199e-14
8.2515e+12	5.3101e-14	1.4182e-14
8.3694e+12	5.8674e-14	1.2138e-14
8.4872e+12	6.1939e-14	1.1446e-14
8.6051e+12	6.1781e-14	1.2782e-14
8.723e+12	6.3485e-14	1.3296e-14
8.8409e+12	6.524e-14	1.2209e-14
8.9587e+12	6.3172e-14	1.1911e-14
9.0766e+12	6.093e-14	1.3105e-14
9.1945e+12	6.4826e-14	1.3758e-14
9.3124e+12	7.1322e-14	1.3265e-14
9.4303e+12	6.8083e-14	1.3217e-14
9.5481e+12	5.4929e-14	1.3905e-14
9.666e+12	5.0357e-14	1.4073e-14
9.7839e+12	6.1405e-14	1.3696e-14
9.9018e+12	6.8521e-14	1.3575e-14
1.002e+13	6.0871e-14	1.3419e-14
1.0138e+13	5.6397e-14	1.2952e-14
1.0255e+13	6.5698e-14	1.2917e-14
1.0373e+13	7.1419e-14	1.346e-14
1.0491e+13	6.1654e-14	1.3916e-14
1.0609e+13	5.0279e-14	1.4295e-14
1.0727e+13	5.1816e-14	1.4606e-14
1.0845e+13	6.1029e-14	1.4166e-14
1.0963e+13	6.4009e-14	1.3389e-14
1.1081e+13	5.7287e-14	1.354e-14
1.1198e+13	5.1604e-14	1.4123e-14
1.1316e+13	5.4976e-14	1.3923e-14
1.1434e+13	5.9223e-14	1.3679e-14
1.1552e+13	5.6582e-14	1.4346e-14
1.167e+13	5.5269e-14	1.4967e-14
1.1788e+13	5.9887e-14	1.4827e-14
1.1906e+13	5.9954e-14	1.4695e-14
1.2024e+13	5.4223e-14	1.486e-14
1.2141e+13	5.5242e-14	1.493e-14
1.2259e+13	6.245e-14	1.4962e-14
1.2377e+13	6.4206e-14	1.4742e-14
1.2495e+13	6.0657e-14	1.3938e-14
1.2613e+13	5.654e-14	1.3434e-14
1.2731e+13	5.0582e-14	1.3913e-14
1.2849e+13	4.7694e-14	1.4405e-14
1.2967e+13	5.3395e-14	1.4408e-14
1.3084e+13	5.7418e-14	1.4627e-14
1.3202e+13	5.2284e-14	1.4753e-14
1.332e+13	4.9222e-14	1.4123e-14
1.3438e+13	5.3124e-14	1.3721e-14
1.3556e+13	5.3848e-14	1.4247e-14
1.3674e+13	5.1932e-14	1.4695e-14
1.3792e+13	5.624e-14	1.483e-14
1.391e+13	6.1764e-14	1.553e-14
1.4028e+13	6.0531e-14	1.6426e-14
1.4145e+13	5.607e-14	1.6657e-14
1.4263e+13	5.1346e-14	1.6457e-14
1.4381e+13	4.7318e-14	1.5898e-14
1.4499e+13	4.9487e-14	1.4966e-14
1.4617e+13	5.3884e-14	1.4905e-14
1.4735e+13	4.9298e-14	1.6133e-14
1.4853e+13	4.2799e-14	1.6731e-14
1.4971e+13	4.6875e-14	1.5697e-14
1.5088e+13	5.0354e-14	1.4537e-14
1.5206e+13	4.2486e-14	1.4543e-14
1.5324e+13	3.7989e-14	1.5592e-14
1.5442e+13	4.4553e-14	1.6725e-14
1.556e+13	4.7303e-14	1.6389e-14
1.5678e+13	4.3173e-14	1.4724e-14
1.5796e+13	4.3544e-14	1.4439e-14
1.5914e+13	4.5454e-14	1.599e-14
1.6031e+13	4.2347e-14	1.6315e-14
1.6149e+13	4.1936e-14	1.5208e-14
1.6267e+13	4.5728e-14	1.5701e-14
1.6385e+13	4.448e-14	1.7074e-14
1.6503e+13	4.1359e-14	1.6336e-14
1.6621e+13	4.3325e-14	1.4988e-14
1.6739e+13	4.2653e-14	1.5682e-14
1.6857e+13	3.6144e-14	1.6667e-14
1.6974e+13	3.4262e-14	1.6296e-14
1.7092e+13	3.6817e-14	1.6308e-14
1.721e+13	3.4554e-14	1.6998e-14
1.7328e+13	3.1366e-14	1.667e-14
1.7446e+13	3.2992e-14	1.6014e-14
1.7564e+13	3.2831e-14	1.646e-14
1.7682e+13	2.9585e-14	1.6999e-14
1.78e+13	3.0368e-14	1.6784e-14
1.7917e+13	3.1447e-14	1.6426e-14
1.8035e+13	2.6165e-14	1.5753e-14
1.8153e+13	2.1877e-14	1.4697e-14
1.8271e+13	2.4649e-14	1.4455e-14
1.8389e+13	2.7075e-14	1.5079e-14
1.8507e+13	2.4544e-14	1.5632e-14
1.8625e+13	2.1283e-14	1.6401e-14
1.8743e+13	1.9432e-14	1.717e-14
1.8861e+13	1.9439e-14	1.6738e-14
1.8978e+13	2.2296e-14	1.6221e-14
1.9096e+13	2.3948e-14	1.713e-14
1.9214e+13	2.0986e-14	1.7406e-14
1.9332e+13	1.8063e-14	1.5938e-14
1.945e+13	1.7992e-14	1.5876e-14
1.9568e+13	1.7257e-14	1.7775e-14
1.9686e+13	1.6367e-14	1.7901e-14
1.9804e+13	1.7965e-14	1.6422e-14
1.9921e+13	1.8409e-14	1.693e-14
2.0039e+13	1.5793e-14	1.8338e-14
2.0157e+13	1.4803e-14	1.7554e-14
2.0275e+13	1.6027e-14	1.6135e-14
2.0393e+13	1.5824e-14	1.6131e-14
2.0511e+13	1.525e-14	1.6059e-14
2.0629e+13	1.5196e-14	1.5393e-14
2.0747e+13	1.2783e-14	1.5307e-14
2.0864e+13	1.0325e-14	1.5059e-14
2.0982e+13	1.2258e-14	1.4469e-14
2.11e+13	1.4198e-14	1.5532e-14
2.1218e+13	1.1511e-14	1.7249e-14
2.1336e+13	9.2758e-15	1.6506e-14
2.1454e+13	1.0917e-14	1.491e-14
2.1572e+13	1.1847e-14	1.5698e-14
2.169e+13	1.0563e-14	1.6739e-14
2.1807e+13	1.0167e-14	1.5333e-14
2.1925e+13	1.0265e-14	1.4159e-14
2.2043e+13	9.7843e-15	1.5503e-14
2.2161e+13	1.0387e-14	1.695e-14
2.2279e+13	1.1119e-14	1.6868e-14
2.2397e+13	9.8777e-15	1.668e-14
2.2515e+13	8.9099e-15	1.6626e-14
2.2633e+13	9.6373e-15	1.5774e-14
2.275e+13	9.2579e-15	1.5039e-14
