#Error on normalization	O = 1.791 %	H = 1.998 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	4.7621e-16	1.2646e-15
1.2014e+11	-2.0985e-16	1.2341e-15
2.4029e+11	-4.5232e-16	1.1615e-15
3.6043e+11	4.1637e-16	1.1528e-15
4.8058e+11	1.4876e-16	1.2767e-15
6.0072e+11	-5.1227e-16	1.3603e-15
7.2087e+11	2.097e-16	1.2544e-15
8.4101e+11	4.4078e-16	1.1353e-15
9.6115e+11	-4.0139e-16	1.1776e-15
1.0813e+12	-4.8378e-17	1.2557e-15
1.2014e+12	6.3616e-16	1.2356e-15
1.3216e+12	-5.7966e-17	1.176e-15
1.4417e+12	-1.1722e-16	1.1565e-15
1.5619e+12	8.2497e-16	1.2298e-15
1.682e+12	3.6355e-16	1.3934e-15
1.8022e+12	-2.4351e-16	1.4586e-15
1.9223e+12	7.9469e-16	1.3083e-15
2.0425e+12	9.2316e-16	1.193e-15
2.1626e+12	-1.339e-16	1.3054e-15
2.2827e+12	6.8428e-16	1.4254e-15
2.4029e+12	1.8121e-15	1.409e-15
2.523e+12	8.4246e-16	1.428e-15
2.6432e+12	8.3534e-16	1.4875e-15
2.7633e+12	2.2877e-15	1.4469e-15
2.8835e+12	1.4213e-15	1.4542e-15
3.0036e+12	5.739e-16	1.6284e-15
3.1237e+12	3.5855e-15	1.7253e-15
3.2439e+12	5.6811e-15	1.699e-15
3.364e+12	4.1904e-15	1.8607e-15
3.4842e+12	5.766e-15	2.1718e-15
3.6043e+12	1.197e-14	2.3112e-15
3.7245e+12	1.7156e-14	2.4141e-15
3.8446e+12	2.2386e-14	2.7551e-15
3.9648e+12	2.9685e-14	3.044e-15
4.0849e+12	3.0797e-14	2.9142e-15
4.205e+12	2.1894e-14	2.5758e-15
4.3252e+12	1.3729e-14	2.3746e-15
4.4453e+12	1.2726e-14	2.3002e-15
4.5655e+12	1.1808e-14	2.2176e-15
4.6856e+12	7.3759e-15	2.0901e-15
4.8058e+12	5.4352e-15	1.9753e-15
4.9259e+12	8.4261e-15	2.0303e-15
5.0461e+12	1.133e-14	2.2801e-15
5.1662e+12	1.0535e-14	2.4468e-15
5.2863e+12	7.8366e-15	2.3688e-15
5.4065e+12	6.295e-15	2.2869e-15
5.5266e+12	6.1273e-15	2.3964e-15
5.6468e+12	7.0279e-15	2.5563e-15
5.7669e+12	1.1737e-14	2.6262e-15
5.8871e+12	1.958e-14	2.6492e-15
6.0072e+12	2.1199e-14	2.6559e-15
6.1274e+12	1.2484e-14	2.5966e-15
6.2475e+12	4.9456e-15	2.4681e-15
6.3676e+12	7.7224e-15	2.428e-15
6.4878e+12	1.3366e-14	2.6691e-15
6.6079e+12	1.3643e-14	3.0028e-15
6.7281e+12	1.1109e-14	2.9584e-15
6.8482e+12	9.0008e-15	2.6735e-15
6.9684e+12	8.4215e-15	2.8533e-15
7.0885e+12	1.21e-14	3.3993e-15
7.2087e+12	1.6651e-14	3.4406e-15
7.3288e+12	1.6246e-14	3.145e-15
7.4489e+12	1.9847e-14	3.6661e-15
7.5691e+12	3.7651e-14	4.9546e-15
7.6892e+12	5.3635e-14	5.6347e-15
7.8094e+12	4.7161e-14	5.1964e-15
7.9295e+12	3.1123e-14	4.5108e-15
8.0497e+12	3.168e-14	4.4048e-15
8.1698e+12	4.677e-14	5.0049e-15
8.2899e+12	5.6283e-14	5.8161e-15
8.4101e+12	5.307e-14	5.9063e-15
8.5302e+12	4.3636e-14	5.0808e-15
8.6504e+12	3.9167e-14	4.5565e-15
8.7705e+12	5.0483e-14	5.1423e-15
8.8907e+12	7.1382e-14	5.922e-15
9.0108e+12	7.9099e-14	6.1059e-15
9.131e+12	7.0218e-14	6.2825e-15
9.2511e+12	6.9124e-14	6.6941e-15
9.3712e+12	8.4152e-14	6.6591e-15
9.4914e+12	9.3256e-14	6.3276e-15
9.6115e+12	8.6882e-14	6.4357e-15
9.7317e+12	8.1846e-14	6.5142e-15
9.8518e+12	8.347e-14	5.9163e-15
9.972e+12	7.7702e-14	5.5058e-15
1.0092e+13	6.4362e-14	5.9514e-15
1.0212e+13	5.8509e-14	6.2485e-15
1.0332e+13	6.166e-14	5.8219e-15
1.0453e+13	6.3767e-14	5.611e-15
1.0573e+13	6.3516e-14	5.8895e-15
1.0693e+13	6.2904e-14	5.7805e-15
1.0813e+13	5.7491e-14	5.2826e-15
1.0933e+13	4.7411e-14	5.1194e-15
1.1053e+13	4.0286e-14	5.1044e-15
1.1173e+13	3.6916e-14	4.8388e-15
1.1294e+13	3.1695e-14	4.7211e-15
1.1414e+13	2.6077e-14	4.8397e-15
1.1534e+13	2.569e-14	4.7133e-15
1.1654e+13	2.864e-14	4.5914e-15
1.1774e+13	2.8592e-14	4.9458e-15
1.1894e+13	2.4783e-14	5.1847e-15
1.2014e+13	2.1762e-14	4.8121e-15
1.2135e+13	2.1771e-14	4.5333e-15
1.2255e+13	2.1945e-14	4.7532e-15
1.2375e+13	2.0727e-14	4.8574e-15
1.2495e+13	2.2188e-14	4.7134e-15
1.2615e+13	2.7679e-14	4.7913e-15
1.2735e+13	3.0742e-14	4.8924e-15
1.2855e+13	2.9305e-14	4.7373e-15
1.2976e+13	3.0779e-14	4.9374e-15
1.3096e+13	3.7028e-14	5.7411e-15
1.3216e+13	4.1038e-14	6.2386e-15
1.3336e+13	4.1121e-14	5.9639e-15
1.3456e+13	3.9288e-14	5.6217e-15
1.3576e+13	3.2717e-14	5.6544e-15
1.3696e+13	2.5308e-14	5.7605e-15
1.3817e+13	2.8975e-14	5.8614e-15
1.3937e+13	3.9727e-14	6.0447e-15
1.4057e+13	4.1134e-14	5.9768e-15
1.4177e+13	3.5967e-14	5.5957e-15
1.4297e+13	3.8835e-14	5.5505e-15
1.4417e+13	4.4301e-14	6.0131e-15
1.4537e+13	4.0256e-14	6.2686e-15
1.4658e+13	3.6537e-14	6.1646e-15
1.4778e+13	4.5798e-14	6.3712e-15
1.4898e+13	5.7442e-14	6.7977e-15
1.5018e+13	5.6389e-14	6.7009e-15
1.5138e+13	4.6467e-14	6.387e-15
1.5258e+13	4.0277e-14	6.5823e-15
1.5378e+13	4.1888e-14	6.7109e-15
1.5499e+13	4.5421e-14	6.1762e-15
1.5619e+13	4.4249e-14	5.9429e-15
1.5739e+13	4.0567e-14	6.5425e-15
1.5859e+13	4.1164e-14	6.8139e-15
1.5979e+13	4.4791e-14	6.4679e-15
1.6099e+13	4.7174e-14	6.7621e-15
1.6219e+13	5.2522e-14	7.6331e-15
1.634e+13	6.2404e-14	7.8231e-15
1.646e+13	6.6565e-14	7.6436e-15
1.658e+13	6.0813e-14	7.9195e-15
1.67e+13	5.4444e-14	7.8096e-15
1.682e+13	5.1267e-14	6.9118e-15
1.694e+13	4.6185e-14	6.6769e-15
1.706e+13	3.9887e-14	7.4609e-15
1.7181e+13	3.6554e-14	7.7667e-15
1.7301e+13	3.5887e-14	7.3183e-15
1.7421e+13	3.8418e-14	7.1588e-15
1.7541e+13	4.3818e-14	7.228e-15
1.7661e+13	4.5017e-14	7.0763e-15
1.7781e+13	4.0243e-14	7.3175e-15
1.7901e+13	3.9005e-14	8.1298e-15
1.8022e+13	4.4287e-14	8.5331e-15
1.8142e+13	4.7216e-14	8.1973e-15
1.8262e+13	4.3484e-14	7.8586e-15
1.8382e+13	3.7412e-14	7.9376e-15
1.8502e+13	3.434e-14	8.1596e-15
1.8622e+13	3.8404e-14	8.0698e-15
1.8742e+13	4.6543e-14	7.5893e-15
1.8863e+13	4.8031e-14	7.38e-15
1.8983e+13	4.2877e-14	7.9113e-15
1.9103e+13	4.3685e-14	8.5203e-15
1.9223e+13	5.06e-14	8.7357e-15
1.9343e+13	5.1633e-14	9.1391e-15
1.9463e+13	4.7652e-14	9.6865e-15
1.9584e+13	4.7038e-14	9.5943e-15
1.9704e+13	4.7191e-14	9.3293e-15
1.9824e+13	4.5997e-14	9.7248e-15
1.9944e+13	4.9375e-14	9.9746e-15
2.0064e+13	5.3971e-14	9.3919e-15
2.0184e+13	5.0251e-14	8.9705e-15
2.0304e+13	4.3066e-14	9.179e-15
2.0425e+13	4.3423e-14	9.3022e-15
2.0545e+13	5.0316e-14	9.4897e-15
2.0665e+13	5.5926e-14	1.0158e-14
2.0785e+13	5.36e-14	1.0511e-14
2.0905e+13	4.2601e-14	1.0281e-14
2.1025e+13	3.7486e-14	1.0418e-14
2.1145e+13	5.1269e-14	1.09e-14
2.1266e+13	6.624e-14	1.1034e-14
2.1386e+13	6.0097e-14	1.1232e-14
2.1506e+13	5.0123e-14	1.1574e-14
2.1626e+13	6.1347e-14	1.1079e-14
2.1746e+13	7.5768e-14	1.0291e-14
2.1866e+13	6.6945e-14	1.0845e-14
2.1986e+13	5.0831e-14	1.2085e-14
2.2107e+13	5.3345e-14	1.2214e-14
2.2227e+13	6.455e-14	1.1722e-14
2.2347e+13	6.3456e-14	1.205e-14
2.2467e+13	5.4653e-14	1.2836e-14
2.2587e+13	5.3101e-14	1.3017e-14
2.2707e+13	5.6888e-14	1.2669e-14
2.2827e+13	5.4107e-14	1.2546e-14
2.2948e+13	4.5158e-14	1.3022e-14
2.3068e+13	4.2781e-14	1.3644e-14
2.3188e+13	4.9149e-14	1.3824e-14
2.3308e+13	4.9531e-14	1.3966e-14
2.3428e+13	3.8191e-14	1.4438e-14
2.3548e+13	2.9732e-14	1.4214e-14
2.3668e+13	3.2352e-14	1.3138e-14
2.3789e+13	3.5458e-14	1.3172e-14
2.3909e+13	3.342e-14	1.4546e-14
2.4029e+13	3.3203e-14	1.4805e-14
2.4149e+13	3.5185e-14	1.3785e-14
2.4269e+13	3.3002e-14	1.3879e-14
2.4389e+13	2.829e-14	1.496e-14
2.4509e+13	2.5668e-14	1.526e-14
2.463e+13	2.3782e-14	1.5468e-14
2.475e+13	2.1962e-14	1.6298e-14
2.487e+13	2.2094e-14	1.6177e-14
2.499e+13	2.2481e-14	1.5279e-14
2.511e+13	2.1587e-14	1.597e-14
2.523e+13	2.1686e-14	1.7722e-14
2.535e+13	2.2409e-14	1.8126e-14
2.5471e+13	2.0966e-14	1.7826e-14
2.5591e+13	1.8924e-14	1.8491e-14
