#Error on normalization	O = 4.636 %	H = 1.035 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	-1.3071e-15	9.347e-18
2.1322e+11	4.406e-16	1.514e-16
4.2644e+11	1.0718e-15	1.9677e-16
6.3966e+11	-1.0941e-15	1.1305e-17
8.5288e+11	-3.2946e-16	7.5906e-17
1.0661e+12	1.4013e-15	2.2992e-16
1.2793e+12	-4.6243e-16	8.4966e-17
1.4925e+12	-9.5682e-16	3.4959e-17
1.7058e+12	1.3912e-15	2.1878e-16
1.919e+12	4.7944e-16	1.6544e-16
2.1322e+12	-1.1943e-15	4.5756e-17
2.3454e+12	1.105e-15	2.0679e-16
2.5586e+12	1.4252e-15	2.2458e-16
2.7719e+12	-1.2496e-15	4.4658e-17
2.9851e+12	6.4515e-16	1.8108e-16
3.1983e+12	3.0628e-15	3.2177e-16
3.4115e+12	-2.0734e-16	9.5099e-17
3.6247e+12	1.9348e-16	1.5656e-16
3.838e+12	6.4493e-15	5.4747e-16
4.0512e+12	7.0272e-15	4.8934e-16
4.2644e+12	1.126e-14	6.2561e-16
4.4776e+12	3.6651e-14	1.9488e-15
4.6908e+12	6.0345e-14	3.0988e-15
4.9041e+12	4.8082e-14	2.4346e-15
5.1173e+12	1.6131e-14	9.8544e-16
5.3305e+12	2.1313e-15	3.7449e-16
5.5437e+12	5.3421e-15	4.0092e-16
5.7569e+12	6.5543e-15	4.3212e-16
5.9701e+12	6.4657e-15	5.2295e-16
6.1834e+12	9.1802e-15	6.0502e-16
6.3966e+12	8.2209e-15	5.2897e-16
6.6098e+12	5.4902e-15	5.097e-16
6.823e+12	9.8522e-15	6.3759e-16
7.0362e+12	1.6607e-14	7.5569e-16
7.2495e+12	1.4804e-14	7.852e-16
7.4627e+12	6.8128e-15	6.5104e-16
7.6759e+12	2.5125e-15	4.4214e-16
7.8891e+12	3.4121e-15	4.5744e-16
8.1023e+12	4.2304e-15	5.8488e-16
8.3156e+12	3.6307e-15	5.1828e-16
8.5288e+12	4.4318e-15	5.0649e-16
8.742e+12	6.1391e-15	7.0552e-16
8.9552e+12	6.4651e-15	7.3391e-16
9.1684e+12	7.9832e-15	7.1421e-16
9.3817e+12	1.2274e-14	1.0455e-15
9.5949e+12	1.3952e-14	1.2591e-15
9.8081e+12	1.3455e-14	1.1622e-15
1.0021e+13	2.1411e-14	1.7049e-15
1.0235e+13	3.7033e-14	2.8574e-15
1.0448e+13	4.4428e-14	3.1714e-15
1.0661e+13	4.0154e-14	2.5338e-15
1.0874e+13	3.7257e-14	2.2462e-15
1.1087e+13	4.0636e-14	2.4805e-15
1.1301e+13	4.7346e-14	2.6806e-15
1.1514e+13	6.2121e-14	3.2256e-15
1.1727e+13	8.4154e-14	4.2856e-15
1.194e+13	9.4552e-14	4.8771e-15
1.2154e+13	8.1157e-14	4.4241e-15
1.2367e+13	5.9109e-14	3.5463e-15
1.258e+13	5.0119e-14	3.0435e-15
1.2793e+13	5.4654e-14	3.1387e-15
1.3006e+13	5.6033e-14	3.3314e-15
1.322e+13	4.6913e-14	3.0131e-15
1.3433e+13	4.0531e-14	2.5882e-15
1.3646e+13	4.7788e-14	2.8262e-15
1.3859e+13	5.6077e-14	3.2409e-15
1.4072e+13	5.0062e-14	2.9894e-15
1.4286e+13	3.7635e-14	2.4968e-15
1.4499e+13	3.1967e-14	2.351e-15
1.4712e+13	2.8765e-14	2.1941e-15
1.4925e+13	2.1847e-14	1.8761e-15
1.5139e+13	1.6624e-14	1.771e-15
1.5352e+13	1.6291e-14	1.8147e-15
1.5565e+13	1.8195e-14	1.8671e-15
1.5778e+13	2.2499e-14	2.1134e-15
1.5991e+13	2.6273e-14	2.2968e-15
1.6205e+13	2.3247e-14	2.0968e-15
1.6418e+13	1.8235e-14	1.9872e-15
1.6631e+13	2.0052e-14	2.2249e-15
1.6844e+13	2.3732e-14	2.3039e-15
1.7058e+13	2.2697e-14	2.263e-15
1.7271e+13	2.3212e-14	2.6284e-15
1.7484e+13	2.8926e-14	3.1373e-15
1.7697e+13	3.3065e-14	3.3051e-15
1.791e+13	3.3141e-14	3.2936e-15
1.8124e+13	3.1246e-14	3.1905e-15
1.8337e+13	2.5914e-14	2.9072e-15
1.855e+13	2.0493e-14	2.7913e-15
1.8763e+13	2.2444e-14	2.981e-15
1.8977e+13	2.6923e-14	3.0532e-15
1.919e+13	2.3675e-14	2.9486e-15
1.9403e+13	1.6955e-14	2.914e-15
1.9616e+13	1.6879e-14	2.8807e-15
1.9829e+13	2.2069e-14	2.9553e-15
2.0043e+13	2.5697e-14	3.3168e-15
2.0256e+13	2.5328e-14	3.4728e-15
2.0469e+13	2.297e-14	3.2127e-15
2.0682e+13	2.5528e-14	3.2975e-15
2.0896e+13	3.7478e-14	3.916e-15
2.1109e+13	4.9726e-14	4.3612e-15
2.1322e+13	5.0619e-14	4.5482e-15
2.1535e+13	4.2866e-14	4.667e-15
2.1748e+13	3.4662e-14	4.359e-15
2.1962e+13	2.7984e-14	3.9548e-15
2.2175e+13	2.5219e-14	4.34e-15
2.2388e+13	2.8145e-14	4.9965e-15
2.2601e+13	2.9869e-14	4.9042e-15
2.2814e+13	2.607e-14	4.5836e-15
2.3028e+13	2.3538e-14	4.7875e-15
2.3241e+13	2.4876e-14	5.0835e-15
2.3454e+13	2.439e-14	5.1926e-15
2.3667e+13	2.3004e-14	5.4488e-15
2.3881e+13	2.4335e-14	5.7865e-15
2.4094e+13	2.3273e-14	5.9753e-15
2.4307e+13	1.8788e-14	5.9867e-15
2.452e+13	1.9955e-14	5.8425e-15
2.4733e+13	2.6021e-14	6.194e-15
2.4947e+13	2.6152e-14	7.5582e-15
2.516e+13	2.2386e-14	8.6839e-15
2.5373e+13	2.4297e-14	8.5601e-15
2.5586e+13	2.8009e-14	8.5996e-15
2.58e+13	2.6915e-14	9.5563e-15
2.6013e+13	2.672e-14	9.9213e-15
2.6226e+13	2.966e-14	9.7498e-15
2.6439e+13	2.7942e-14	1.0617e-14
2.6652e+13	2.5033e-14	1.1551e-14
2.6866e+13	3.3845e-14	1.1212e-14
2.7079e+13	4.8877e-14	1.1401e-14
2.7292e+13	5.16e-14	1.2926e-14
2.7505e+13	4.2537e-14	1.3494e-14
2.7719e+13	3.8476e-14	1.3112e-14
2.7932e+13	4.4121e-14	1.4239e-14
2.8145e+13	5.1265e-14	1.6007e-14
2.8358e+13	5.5218e-14	1.5782e-14
2.8571e+13	5.4787e-14	1.4475e-14
2.8785e+13	5.1019e-14	1.4663e-14
2.8998e+13	5.2747e-14	1.6868e-14
2.9211e+13	6.3392e-14	1.9859e-14
2.9424e+13	6.7626e-14	2.1309e-14
2.9638e+13	5.6325e-14	1.9977e-14
2.9851e+13	4.7691e-14	1.8776e-14
3.0064e+13	5.5309e-14	2.0674e-14
3.0277e+13	6.245e-14	2.3337e-14
3.049e+13	5.5492e-14	2.4316e-14
3.0704e+13	4.7974e-14	2.5876e-14
3.0917e+13	4.9599e-14	2.87e-14
3.113e+13	5.0231e-14	2.9388e-14
3.1343e+13	4.6483e-14	2.7764e-14
3.1557e+13	4.5629e-14	2.73e-14
3.177e+13	4.3983e-14	2.8715e-14
3.1983e+13	3.5345e-14	3.1004e-14
3.2196e+13	2.78e-14	3.4198e-14
3.2409e+13	2.7063e-14	3.6696e-14
3.2623e+13	2.5592e-14	3.6895e-14
3.2836e+13	2.1605e-14	3.673e-14
3.3049e+13	2.1899e-14	3.6684e-14
3.3262e+13	2.4475e-14	3.4013e-14
3.3475e+13	2.3554e-14	3.0714e-14
3.3689e+13	2.2189e-14	3.1628e-14
3.3902e+13	2.1625e-14	3.3601e-14
3.4115e+13	1.6292e-14	3.0581e-14
3.4328e+13	8.8149e-15	2.6085e-14
3.4542e+13	8.302e-15	2.6781e-14
3.4755e+13	1.285e-14	3.0531e-14
3.4968e+13	1.3636e-14	3.1341e-14
3.5181e+13	1.0407e-14	2.7998e-14
3.5394e+13	8.1897e-15	2.2731e-14
3.5608e+13	7.8915e-15	1.8892e-14
3.5821e+13	8.1947e-15	1.9359e-14
3.6034e+13	8.3744e-15	2.2398e-14
3.6247e+13	7.6864e-15	2.3797e-14
3.6461e+13	6.7535e-15	2.3491e-14
3.6674e+13	6.6734e-15	2.3403e-14
3.6887e+13	6.4563e-15	2.2884e-14
3.71e+13	5.549e-15	2.2008e-14
