#Error on normalization	O = 2.359 %	H = 1.924 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	7.2423e-16	5.9947e-15
1.2014e+11	-2.0552e-16	6.3106e-15
2.4029e+11	-4.3022e-16	6.6895e-15
3.6043e+11	9.2574e-16	6.7107e-15
4.8058e+11	5.7755e-16	6.7823e-15
6.0072e+11	-2.8777e-16	6.7403e-15
7.2087e+11	1.1063e-15	6.2183e-15
8.4101e+11	1.8813e-15	5.9481e-15
9.6115e+11	8.9986e-16	6.4182e-15
1.0813e+12	1.8531e-15	6.7829e-15
1.2014e+12	3.7671e-15	6.6303e-15
1.3216e+12	3.5676e-15	6.6943e-15
1.4417e+12	4.6059e-15	7.1743e-15
1.5619e+12	8.5122e-15	7.4049e-15
1.682e+12	9.7142e-15	7.1753e-15
1.8022e+12	7.188e-15	6.9761e-15
1.9223e+12	6.895e-15	7.1545e-15
2.0425e+12	1.0426e-14	7.4352e-15
2.1626e+12	1.4073e-14	7.4355e-15
2.2827e+12	1.518e-14	7.4967e-15
2.4029e+12	1.3592e-14	8.0278e-15
2.523e+12	1.3007e-14	8.3153e-15
2.6432e+12	1.6499e-14	7.8313e-15
2.7633e+12	1.814e-14	7.6661e-15
2.8835e+12	1.4111e-14	8.3903e-15
3.0036e+12	1.5463e-14	8.7185e-15
3.1237e+12	2.679e-14	8.2141e-15
3.2439e+12	3.0959e-14	7.987e-15
3.364e+12	2.0524e-14	8.02e-15
3.4842e+12	1.3852e-14	7.7182e-15
3.6043e+12	1.9207e-14	7.941e-15
3.7245e+12	2.1877e-14	8.8539e-15
3.8446e+12	1.8052e-14	8.8671e-15
3.9648e+12	1.9779e-14	8.0951e-15
4.0849e+12	2.6755e-14	8.3662e-15
4.205e+12	2.9201e-14	9.3356e-15
4.3252e+12	2.7568e-14	9.4641e-15
4.4453e+12	2.6096e-14	9.2054e-15
4.5655e+12	2.5377e-14	9.2254e-15
4.6856e+12	2.8609e-14	8.834e-15
4.8058e+12	3.5552e-14	8.3361e-15
4.9259e+12	3.8539e-14	8.7786e-15
5.0461e+12	3.8437e-14	9.4916e-15
5.1662e+12	4.3887e-14	9.6422e-15
5.2863e+12	5.0993e-14	1.0005e-14
5.4065e+12	5.0846e-14	1.0771e-14
5.5266e+12	4.9413e-14	1.0994e-14
5.6468e+12	5.3754e-14	1.0777e-14
5.7669e+12	5.6131e-14	1.075e-14
5.8871e+12	5.1386e-14	1.0662e-14
6.0072e+12	4.731e-14	1.0519e-14
6.1274e+12	4.8089e-14	1.0644e-14
6.2475e+12	4.9164e-14	1.0535e-14
6.3676e+12	4.7918e-14	1.0218e-14
6.4878e+12	4.48e-14	1.071e-14
6.6079e+12	4.2726e-14	1.1452e-14
