#Error on normalization	O = 0.756 %	H = 3.413 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	-3.0781e-16	3.7416e-15
1.8416e+11	9.4111e-17	3.79e-15
3.6832e+11	9.46e-16	3.9137e-15
5.5249e+11	1.7937e-15	4.0888e-15
7.3665e+11	2.9007e-15	4.3449e-15
9.2081e+11	4.8668e-15	4.7354e-15
1.105e+12	7.5819e-15	5.2491e-15
1.2891e+12	1.0355e-14	5.7898e-15
1.4733e+12	1.3411e-14	6.2735e-15
1.6575e+12	1.8482e-14	6.7251e-15
1.8416e+12	2.6833e-14	7.243e-15
2.0258e+12	3.663e-14	7.8636e-15
2.2099e+12	4.3394e-14	8.4943e-15
2.3941e+12	4.4124e-14	9.0022e-15
2.5783e+12	4.0839e-14	9.3574e-15
2.7624e+12	3.9091e-14	9.6647e-15
2.9466e+12	4.2455e-14	1.0054e-14
3.1308e+12	4.8956e-14	1.0554e-14
3.3149e+12	5.3554e-14	1.1068e-14
3.4991e+12	5.3941e-14	1.1461e-14
3.6832e+12	5.3068e-14	1.1657e-14
3.8674e+12	5.5641e-14	1.1697e-14
4.0516e+12	6.2742e-14	1.1716e-14
4.2357e+12	7.0649e-14	1.1836e-14
4.4199e+12	7.4826e-14	1.2053e-14
4.6041e+12	7.4298e-14	1.2212e-14
4.7882e+12	7.1839e-14	1.2165e-14
4.9724e+12	7.0602e-14	1.199e-14
5.1565e+12	7.1421e-14	1.2004e-14
5.3407e+12	7.3243e-14	1.2473e-14
5.5249e+12	7.5054e-14	1.3277e-14
5.709e+12	7.6594e-14	1.393e-14
5.8932e+12	7.7636e-14	1.4011e-14
6.0773e+12	7.7623e-14	1.358e-14
6.2615e+12	7.6395e-14	1.3123e-14
6.4457e+12	7.466e-14	1.3075e-14
6.6298e+12	7.3125e-14	1.3441e-14
6.814e+12	7.1422e-14	1.39e-14
6.9982e+12	6.8613e-14	1.4195e-14
7.1823e+12	6.4911e-14	1.4312e-14
7.3665e+12	6.2181e-14	1.4304e-14
7.5506e+12	6.2108e-14	1.4104e-14
7.7348e+12	6.4106e-14	1.3664e-14
7.919e+12	6.5779e-14	1.3198e-14
8.1031e+12	6.5617e-14	1.3114e-14
8.2873e+12	6.4587e-14	1.3589e-14
8.4715e+12	6.4545e-14	1.4323e-14
8.6556e+12	6.5535e-14	1.484e-14
8.8398e+12	6.5678e-14	1.5034e-14
9.0239e+12	6.3982e-14	1.5253e-14
9.2081e+12	6.2341e-14	1.5782e-14
9.3923e+12	6.3653e-14	1.6356e-14
9.5764e+12	6.8018e-14	1.6375e-14
9.7606e+12	7.1818e-14	1.5623e-14
9.9448e+12	7.1328e-14	1.4618e-14
1.0129e+13	6.6835e-14	1.4141e-14
1.0313e+13	6.2298e-14	1.4482e-14
1.0497e+13	6.0824e-14	1.5277e-14
1.0681e+13	6.1335e-14	1.6021e-14
1.0866e+13	6.0411e-14	1.6559e-14
1.105e+13	5.696e-14	1.6975e-14
1.1234e+13	5.3886e-14	1.7206e-14
1.1418e+13	5.4595e-14	1.7043e-14
1.1602e+13	5.8547e-14	1.6559e-14
1.1786e+13	6.1361e-14	1.6267e-14
1.1971e+13	5.9608e-14	1.6619e-14
1.2155e+13	5.4806e-14	1.7404e-14
1.2339e+13	5.1972e-14	1.7888e-14
1.2523e+13	5.4222e-14	1.7665e-14
1.2707e+13	5.9335e-14	1.7164e-14
1.2891e+13	6.1865e-14	1.7132e-14
1.3076e+13	5.8418e-14	1.7667e-14
1.326e+13	5.0665e-14	1.8063e-14
1.3444e+13	4.3489e-14	1.7711e-14
1.3628e+13	4.0609e-14	1.6948e-14
1.3812e+13	4.1971e-14	1.6732e-14
1.3996e+13	4.474e-14	1.7471e-14
1.418e+13	4.6179e-14	1.8452e-14
1.4365e+13	4.5586e-14	1.862e-14
1.4549e+13	4.3987e-14	1.7778e-14
1.4733e+13	4.2504e-14	1.678e-14
1.4917e+13	4.1126e-14	1.652e-14
1.5101e+13	3.8915e-14	1.6982e-14
1.5285e+13	3.5291e-14	1.744e-14
1.547e+13	3.1055e-14	1.7433e-14
1.5654e+13	2.8003e-14	1.7232e-14
1.5838e+13	2.727e-14	1.7313e-14
1.6022e+13	2.7999e-14	1.7671e-14
1.6206e+13	2.7882e-14	1.7884e-14
1.639e+13	2.5329e-14	1.7738e-14
1.6575e+13	2.1169e-14	1.7477e-14
1.6759e+13	1.7992e-14	1.7362e-14
1.6943e+13	1.7663e-14	1.7256e-14
1.7127e+13	1.9544e-14	1.6913e-14
1.7311e+13	2.1245e-14	1.6547e-14
1.7495e+13	2.1013e-14	1.6728e-14
1.768e+13	1.9156e-14	1.7573e-14
1.7864e+13	1.7189e-14	1.8312e-14
1.8048e+13	1.6004e-14	1.8042e-14
1.8232e+13	1.522e-14	1.6897e-14
1.8416e+13	1.4169e-14	1.6127e-14
1.86e+13	1.2961e-14	1.6747e-14
