#Error on normalization	O = 0.391 %	H = 2.950 %
#Frequence (s-1)	S_O (s)	S_H (s)
0	1.3074e-15	7.8493e-17
3.0012e+10	7.6853e-16	4.6603e-17
6.0024e+10	-4.0818e-16	-2.3133e-17
9.0036e+10	-1.2621e-15	-7.3996e-17
1.2005e+11	-1.096e-15	-6.4579e-17
1.5006e+11	-4.5242e-17	-2.4551e-18
1.8007e+11	1.0325e-15	6.1967e-17
2.1008e+11	1.2573e-15	7.6412e-17
2.401e+11	4.4522e-16	2.923e-17
2.7011e+11	-7.41e-16	-4.1114e-17
3.0012e+11	-1.3326e-15	-7.7311e-17
3.3013e+11	-8.4576e-16	-4.9812e-17
3.6014e+11	3.2304e-16	1.9115e-17
3.9016e+11	1.22e-15	7.3474e-17
4.2017e+11	1.1125e-15	6.9099e-17
4.5018e+11	8.7636e-17	9.6463e-18
4.8019e+11	-1.0177e-15	-5.6308e-17
5.102e+11	-1.2999e-15	-7.4759e-17
5.4022e+11	-5.2638e-16	-3.0273e-17
5.7023e+11	6.7317e-16	4.1327e-17
6.0024e+11	1.3196e-15	8.2015e-17
6.3025e+11	8.8378e-16	5.8798e-17
6.6026e+11	-2.8045e-16	-9.2954e-18
6.9028e+11	-1.2234e-15	-6.6531e-17
7.2029e+11	-1.174e-15	-6.5772e-17
7.503e+11	-1.7004e-16	-6.9574e-18
7.8031e+11	9.7086e-16	6.2627e-17
8.1032e+11	1.3175e-15	8.6683e-17
8.4034e+11	5.8532e-16	4.5762e-17
8.7035e+11	-6.2968e-16	-2.6677e-17
9.0036e+11	-1.3356e-15	-7.1262e-17
9.3037e+11	-9.5404e-16	-5.098e-17
9.6038e+11	2.0662e-16	1.8486e-17
9.904e+11	1.2005e-15	8.1194e-17
1.0204e+12	1.2153e-15	8.6264e-17
1.0504e+12	2.3619e-16	2.9391e-17
1.0804e+12	-9.3983e-16	-4.3284e-17
1.1104e+12	-1.3525e-15	-7.2324e-17
1.1405e+12	-6.6203e-16	-3.3199e-17
1.1705e+12	5.7145e-16	4.3568e-17
1.2005e+12	1.3429e-15	9.6828e-17
1.2305e+12	1.0221e-15	8.4182e-17
1.2605e+12	-1.3071e-16	1.6321e-17
1.2905e+12	-1.1743e-15	-5.1575e-17
1.3205e+12	-1.2538e-15	-6.4501e-17
1.3505e+12	-2.9971e-16	-1.2177e-17
1.3806e+12	9.1244e-16	6.2731e-17
1.4106e+12	1.3927e-15	9.9432e-17
1.4406e+12	7.4515e-16	6.8596e-17
1.4706e+12	-5.0568e-16	-3.6672e-18
1.5006e+12	-1.3395e-15	-5.7067e-17
1.5306e+12	-1.072e-15	-4.6408e-17
1.5606e+12	8.454e-17	2.1267e-17
1.5906e+12	1.1901e-15	9.209e-17
1.6206e+12	1.3421e-15	1.0914e-16
1.6507e+12	4.1295e-16	5.9013e-17
1.6807e+12	-8.4147e-16	-1.6939e-17
1.7107e+12	-1.3951e-15	-5.6007e-17
1.7407e+12	-7.8903e-16	-2.5249e-17
1.7707e+12	4.9063e-16	5.1438e-17
1.8007e+12	1.4045e-15	1.1258e-16
1.8307e+12	1.2063e-15	1.0929e-16
1.8607e+12	5.435e-17	4.5446e-17
1.8908e+12	-1.1129e-15	-2.5153e-17
1.9208e+12	-1.3391e-15	-4.2622e-17
1.9508e+12	-4.3207e-16	9.6941e-18
1.9808e+12	8.7484e-16	9.0932e-17
2.0108e+12	1.5158e-15	1.3555e-16
2.0408e+12	9.6172e-16	1.0691e-16
2.0708e+12	-3.4368e-16	2.7842e-17
2.1008e+12	-1.3399e-15	-3.7156e-17
2.1309e+12	-1.2119e-15	-3.4154e-17
2.1609e+12	-5.7547e-17	3.5945e-17
2.1909e+12	1.1862e-15	1.1748e-16
2.2209e+12	1.5039e-15	1.4499e-16
2.2509e+12	6.3139e-16	9.6735e-17
2.2809e+12	-7.2245e-16	1.3075e-17
2.3109e+12	-1.4481e-15	-3.5933e-17
2.3409e+12	-9.4071e-16	-7.8139e-18
2.3709e+12	3.9981e-16	7.6787e-17
2.401e+12	1.4856e-15	1.4984e-16
2.431e+12	1.4242e-15	1.5091e-16
2.461e+12	2.5071e-16	7.6971e-17
2.491e+12	-1.0904e-15	-1.3806e-17
2.521e+12	-1.5067e-15	-4.8243e-17
2.551e+12	-6.4848e-16	2.5877e-18
2.581e+12	7.9797e-16	9.917e-17
2.611e+12	1.6595e-15	1.6472e-16
2.6411e+12	1.2286e-15	1.4713e-16
2.6711e+12	-1.5395e-16	6.1728e-17
2.7011e+12	-1.366e-15	-2.0325e-17
2.7311e+12	-1.4111e-15	-2.9184e-17
2.7611e+12	-2.3295e-16	4.6852e-17
2.7911e+12	1.2275e-15	1.5109e-16
2.8211e+12	1.7884e-15	2.0366e-16
2.8511e+12	9.8763e-16	1.6592e-16
2.8812e+12	-5.3203e-16	7.1931e-17
2.9112e+12	-1.5351e-15	9.1601e-19
2.9412e+12	-1.1944e-15	1.278e-17
2.9712e+12	2.2859e-16	9.8978e-17
3.0012e+12	1.5842e-15	1.8914e-16
3.0312e+12	1.7618e-15	2.0859e-16
3.0612e+12	5.9756e-16	1.4017e-16
3.0912e+12	-9.7773e-16	3.9321e-17
3.1212e+12	-1.6829e-15	-1.0539e-17
3.1513e+12	-9.2704e-16	3.321e-17
3.1813e+12	6.974e-16	1.3601e-16
3.2113e+12	1.8797e-15	2.1299e-16
3.2413e+12	1.6496e-15	1.984e-16
3.2713e+12	1.7525e-16	1.0147e-16
3.3013e+12	-1.3537e-15	1.7718e-18
3.3313e+12	-1.6793e-15	-1.3872e-17
3.3613e+12	-5.0181e-16	7.6879e-17
3.3914e+12	1.2564e-15	2.1023e-16
3.4214e+12	2.1778e-15	2.8416e-16
3.4514e+12	1.4955e-15	2.3931e-16
3.4814e+12	-2.6748e-16	1.0817e-16
3.5114e+12	-1.6959e-15	-8.0877e-18
3.5414e+12	-1.6143e-15	-1.8325e-17
3.5714e+12	-4.931e-17	8.6141e-17
3.6014e+12	1.7643e-15	2.238e-16
3.6315e+12	2.359e-15	2.8714e-16
3.6615e+12	1.2206e-15	2.2832e-16
3.6915e+12	-7.7134e-16	9.7802e-17
3.7215e+12	-2.0242e-15	4.3332e-18
3.7515e+12	-1.5061e-15	2.7558e-17
3.7815e+12	4.052e-16	1.5337e-16
3.8115e+12	2.1967e-15	2.8456e-16
3.8415e+12	2.4211e-15	3.1905e-16
3.8715e+12	8.7331e-16	2.3303e-16
3.9016e+12	-1.2128e-15	1.0133e-16
3.9316e+12	-2.1318e-15	3.713e-17
3.9616e+12	-1.0854e-15	9.8975e-17
3.9916e+12	1.1373e-15	2.405e-16
4.0216e+12	2.7509e-15	3.4549e-16
4.0516e+12	2.3977e-15	3.2184e-16
4.0816e+12	2.7427e-16	1.7904e-16
4.1116e+12	-1.9662e-15	2.4789e-17
